-0.000000,0.000401,0.475732,0.000508,-0.000000,-0.000000,-0.000000,ovf,0.000003,-0.061419,-0.000000,ovf,0.000000,ovf,-251194.359375,ovf,-0.000001,ovf
-2.460000,-0.622426,0.000000,-0.000228,-0.035609,0.000000,-0.001205,0.036999,-0.632854,0.028059,-0.089951,17.983150,0.000088,0.000098,0.000000,0.000000,0.000000,0.000000
4.120000,9.524567,0.000000,-0.000065,0.059637,0.000000,-0.001293,-0.064168,9.759667,0.027961,0.195490,-221.313400,0.000011,-0.003662,0.000000,0.000000,0.000000,0.000000
1.520000,-3.763507,0.000000,0.000395,0.022002,0.000000,-0.001304,-0.024012,-3.903866,0.031623,0.087058,74.386681,-0.000139,0.001651,0.000000,0.000000,0.000000,0.000000
-0.570000,-3.025280,0.000000,0.000741,-0.008251,0.000000,-0.001165,0.010390,-3.182522,0.029973,-0.043265,52.797981,-0.000032,0.000880,0.000000,0.000000,0.000000,0.000000
1.180000,2.533129,0.000000,0.001001,0.017081,0.000000,-0.001134,-0.019418,2.703801,0.029093,0.090488,-40.084831,-0.000001,-0.000516,0.000000,0.000000,0.000000,0.000000
1.450000,-0.434251,0.000000,-0.001567,0.020989,0.000000,-0.002492,-0.022999,-0.438688,0.040742,0.041059,16.976252,-0.000071,0.000433,0.000000,0.000000,0.000000,0.000000
-1.890000,-4.834659,0.000000,-0.001413,-0.027358,0.000000,-0.002421,0.026565,-4.874083,0.040309,-0.047425,188.616379,-0.000020,0.003442,0.000000,0.000000,0.000000,0.000000
-4.070000,-3.155556,0.000000,-0.001154,-0.058913,0.000000,-0.002401,0.060401,-3.204712,0.036866,-0.146845,91.064980,0.000103,0.001321,0.000000,0.000000,0.000000,0.000000
-3.840000,0.332926,0.000000,-0.001006,-0.055584,0.000000,-0.002504,0.058660,0.339764,0.035545,-0.178711,-7.704607,0.000165,-0.000632,0.000000,0.000000,0.000000,0.000000
-1.560000,3.300306,0.000000,-0.000856,-0.022581,0.000000,-0.002669,0.024143,3.420144,0.036177,-0.087533,-65.169540,0.000130,-0.001470,0.000000,0.000000,0.000000,0.000000
-1.910000,-0.506626,0.000000,-0.000612,-0.027647,0.000000,-0.002799,0.031239,-0.534712,0.037647,-0.130087,8.870856,0.000074,-0.000181,0.000000,0.000000,0.000000,0.000000
-3.880000,-2.851580,0.000000,-0.000388,-0.056163,0.000000,-0.002873,0.067357,-3.048749,0.037828,-0.313874,45.198811,0.000124,0.000007,0.000000,0.000000,0.000000,0.000000
0.420000,6.224261,0.000000,-0.000252,0.006080,0.000000,-0.002997,-0.008029,6.768582,0.037821,0.041042,-91.480789,0.000106,-0.001621,0.000000,0.000000,0.000000,0.000000
4.950000,6.557186,0.000000,0.000064,0.071651,0.000000,-0.003103,-0.095744,7.276160,0.039442,0.528437,-91.075111,-0.000121,-0.000292,0.000000,0.000000,0.000000,0.000000
5.310000,0.521101,0.000000,0.000570,0.076862,0.000000,-0.002982,-0.108027,0.587737,0.039734,0.635685,-6.900065,-0.000281,0.001589,0.000000,0.000000,0.000000,0.000000
-4.520000,-7.903365,0.000000,-0.000859,-0.065427,0.000000,-0.001686,0.066198,-7.967113,0.036010,-0.118179,308.309875,0.000029,0.005515,0.000000,0.000000,0.000000,0.000000
0.220000,6.861162,0.000000,-0.000949,0.003185,0.000000,-0.001715,-0.004233,6.914985,0.030495,0.007556,-267.594849,0.000119,-0.005057,0.000000,0.000000,0.000000,0.000000
-3.180000,-4.921509,0.000000,-0.000610,-0.046031,0.000000,-0.001835,0.047498,-4.997509,0.035551,-0.115476,142.009033,0.000034,0.002386,0.000000,0.000000,0.000000,0.000000
9.290000,18.050356,0.000000,-0.000436,0.134473,0.000000,-0.001868,-0.145001,18.496822,0.033165,0.441751,-419.440002,-0.000042,-0.006752,0.000000,0.000000,0.000000,0.000000
0.630000,-12.535373,0.000000,0.000299,0.009119,0.000000,-0.001826,-0.009802,-12.999228,0.039917,0.035540,247.695358,-0.000273,0.004799,0.000000,0.000000,0.000000,0.000000
1.550000,1.331702,0.000000,0.000651,0.022436,0.000000,-0.001554,-0.025173,1.397723,0.035118,0.104825,-23.188204,-0.000041,-0.000164,0.000000,0.000000,0.000000,0.000000
-4.340000,-8.525790,0.000000,0.001047,-0.062822,0.000000,-0.001513,0.077131,-9.110884,0.035283,-0.359422,135.072159,0.000036,0.001586,0.000000,0.000000,0.000000,0.000000
-0.150000,6.065036,0.000000,0.001198,-0.002171,0.000000,-0.001549,0.004272,6.594974,0.033697,-0.021838,-89.134392,0.000136,-0.001750,0.000000,0.000000,0.000000,0.000000
-2.980000,-4.096432,0.000000,0.001534,-0.043136,0.000000,-0.001685,0.059742,-4.551321,0.035447,-0.329736,56.968525,0.000075,0.000190,0.000000,0.000000,0.000000,0.000000
-0.760000,-13.953924,0.000000,-0.002043,-0.011001,0.000000,-0.003013,0.009271,-14.065919,0.043049,-0.016551,544.320313,-0.000241,0.010262,0.000000,0.000000,0.000000,0.000000
-4.050000,-4.762283,0.000000,-0.001971,-0.058624,0.000000,-0.002772,0.058007,-4.800911,0.032787,-0.103556,185.784790,0.000066,0.003219,0.000000,0.000000,0.000000,0.000000
-9.970000,-8.569215,0.000000,-0.001880,-0.144316,0.000000,-0.002839,0.148950,-8.700332,0.029568,-0.362126,247.228348,0.000238,0.003696,0.000000,0.000000,0.000000,0.000000
-1.060000,12.897249,0.000000,-0.002080,-0.015344,0.000000,-0.003077,0.014255,13.216416,0.025873,-0.043429,-299.699738,0.000288,-0.005799,0.000000,0.000000,0.000000,0.000000
-1.920000,-1.244852,0.000000,-0.001892,-0.027792,0.000000,-0.003365,0.028782,-1.291964,0.031672,-0.104353,24.617884,0.000053,0.000195,0.000000,0.000000,0.000000,0.000000
-4.430000,-3.633231,0.000000,-0.001757,-0.064124,0.000000,-0.003418,0.072064,-3.821032,0.031477,-0.300092,63.390854,0.000122,0.000388,0.000000,0.000000,0.000000,0.000000
0.830000,7.613863,0.000000,-0.001743,0.012014,0.000000,-0.003540,-0.016614,8.132459,0.031089,0.077419,-120.566650,0.000109,-0.002074,0.000000,0.000000,0.000000,0.000000
7.720000,9.973292,0.000000,-0.001516,0.111747,0.000000,-0.003649,-0.143635,10.848037,0.033163,0.734193,-146.616669,-0.000183,-0.000786,0.000000,0.000000,0.000000,0.000000
4.840000,-4.168807,0.000000,-0.001008,0.070059,0.000000,-0.003466,-0.095047,-4.630048,0.033950,0.524594,57.953945,-0.000344,0.002518,0.000000,0.000000,0.000000,0.000000
6.020000,1.708053,0.000000,-0.000629,0.087140,0.000000,-0.003121,-0.124277,1.936660,0.031432,0.731307,-22.736500,-0.000299,0.001543,0.000000,0.000000,0.000000,0.000000
-5.750000,-29.427725,0.000000,0.000898,-0.083231,0.000000,0.000439,0.086191,-29.662292,0.018851,-0.153871,1147.865845,-0.000328,0.021316,0.000000,0.000000,0.000000,0.000000
5.550000,16.356779,0.000000,0.000720,0.080336,0.000000,0.000767,-0.081519,16.486893,-0.002465,0.145530,-638.006714,0.000092,-0.011726,0.000000,0.000000,0.000000,0.000000
3.990000,-2.258104,0.000000,0.001046,0.057755,0.000000,0.000675,-0.059303,-2.292845,0.009261,0.144176,65.153404,-0.000204,0.001645,0.000000,0.000000,0.000000,0.000000
-5.860000,-14.257901,0.000000,0.001305,-0.084824,0.000000,0.000879,0.092572,-14.612193,0.007616,-0.282024,331.350861,-0.000026,0.005508,0.000000,0.000000,0.000000,0.000000
-5.520000,0.492151,0.000000,0.001128,-0.079902,0.000000,0.000905,0.090049,0.509928,0.002108,-0.326482,-9.716490,0.000253,-0.001077,0.000000,0.000000,0.000000,0.000000
-4.220000,1.881754,0.000000,0.000974,-0.061085,0.000000,0.000651,0.071708,1.977827,0.003185,-0.298608,-32.812119,0.000231,-0.001427,0.000000,0.000000,0.000000,0.000000
0.400000,6.687462,0.000000,0.000883,0.005790,0.000000,0.000420,-0.005926,7.143573,0.004612,0.027612,-105.906067,0.000119,-0.001928,0.000000,0.000000,0.000000,0.000000
1.520000,1.621203,0.000000,0.000996,0.022002,0.000000,0.000302,-0.026639,1.762715,0.006540,0.136165,-23.823984,-0.000039,-0.000079,0.000000,0.000000,0.000000,0.000000
4.370000,4.125382,0.000000,0.001163,0.063256,0.000000,0.000340,-0.083046,4.578509,0.006619,0.458354,-57.308838,-0.000138,0.000155,0.000000,0.000000,0.000000,0.000000
9.440000,7.338837,0.000000,0.001457,0.136644,0.000000,0.000478,-0.191420,8.329074,0.006464,1.126413,-97.783821,-0.000360,0.001195,0.000000,0.000000,0.000000,0.000000
-3.890000,-6.817738,0.000000,0.000598,-0.056308,0.000000,0.000094,0.058322,-6.872533,0.021040,-0.104117,265.951996,0.000028,0.004752,0.000000,0.000000,0.000000,0.000000
-5.100000,-1.751477,0.000000,0.000498,-0.073823,0.000000,0.000065,0.076096,-1.765851,0.016288,-0.135850,68.334587,0.000172,0.000918,0.000000,0.000000,0.000000,0.000000
-1.750000,4.849133,0.000000,0.000454,-0.025331,0.000000,-0.000107,0.026964,4.922255,0.015371,-0.065555,-139.870621,0.000166,-0.002827,0.000000,0.000000,0.000000,0.000000
-1.340000,0.593476,0.000000,0.000569,-0.019397,0.000000,-0.000273,0.021459,0.607317,0.018198,-0.065377,-13.771710,0.000069,-0.000432,0.000000,0.000000,0.000000,0.000000
8.460000,14.185524,0.000000,0.000706,0.122459,0.000000,-0.000342,-0.135303,14.706872,0.018630,0.490556,-280.233887,-0.000088,-0.003978,0.000000,0.000000,0.000000,0.000000
-0.340000,-12.738023,0.000000,0.001281,-0.004922,0.000000,-0.000254,0.007166,-13.393314,0.022609,-0.029843,222.194855,-0.000234,0.004134,0.000000,0.000000,0.000000,0.000000
3.270000,5.225484,0.000000,0.001480,0.047333,0.000000,-0.000020,-0.055374,5.580579,0.018475,0.258037,-82.734123,-0.000044,-0.000876,0.000000,0.000000,0.000000,0.000000
-5.180000,-12.231397,0.000000,0.001845,-0.074981,0.000000,0.000023,0.097427,-13.308630,0.019351,-0.498000,179.872818,0.000012,0.002060,0.000000,0.000000,0.000000,0.000000
-1.600000,5.182059,0.000000,0.001863,-0.023160,0.000000,0.000012,0.033467,5.750295,0.017291,-0.184713,-71.975983,0.000199,-0.001866,0.000000,0.000000,0.000000,0.000000
0.460000,4.458308,0.000000,-0.001117,0.006659,0.000000,-0.001883,-0.007881,4.492945,0.033587,0.014070,-173.867187,0.000063,-0.003251,0.000000,0.000000,0.000000,0.000000
-1.340000,-2.605505,0.000000,-0.001018,-0.019397,0.000000,-0.001946,0.018818,-2.627130,0.036838,-0.033594,101.664177,0.000001,0.001840,0.000000,0.000000,0.000000,0.000000
-10.510000,-13.273599,0.000000,-0.000748,-0.152133,0.000000,-0.001947,0.158308,-13.476512,0.034998,-0.384876,382.948120,0.000173,0.006207,0.000000,0.000000,0.000000,0.000000
-0.750000,14.127625,0.000000,-0.000914,-0.010856,0.000000,-0.002120,0.010686,14.477023,0.028791,-0.032555,-328.285706,0.000303,-0.006316,0.000000,0.000000,0.000000,0.000000
3.720000,6.470336,0.000000,-0.000645,0.053847,0.000000,-0.002423,-0.060557,6.706943,0.035107,0.219556,-127.798248,-0.000037,-0.001814,0.000000,0.000000,0.000000,0.000000
-1.680000,-7.816514,0.000000,-0.000185,-0.024318,0.000000,-0.002385,0.027885,-8.219732,0.036921,-0.116121,136.365219,-0.000080,0.002271,0.000000,0.000000,0.000000,0.000000
-1.410000,0.390826,0.000000,0.000039,-0.020410,0.000000,-0.002305,0.024694,0.415167,0.034650,-0.115072,-6.155008,0.000075,-0.000432,0.000000,0.000000,0.000000,0.000000
0.120000,2.214679,0.000000,0.000273,0.001737,0.000000,-0.002380,-0.001856,2.406582,0.035082,0.009487,-32.526165,0.000040,-0.000589,0.000000,0.000000,0.000000,0.000000
-1.740000,-2.692355,0.000000,0.000574,-0.025187,0.000000,-0.002421,0.034453,-2.992060,0.035671,-0.190158,37.451382,0.000036,0.000196,0.000000,0.000000,0.000000,0.000000
3.790000,8.004689,0.000000,0.000800,0.054860,0.000000,-0.002457,-0.076548,9.082909,0.035475,0.450446,-106.633888,-0.000035,-0.000801,0.000000,0.000000,0.000000,0.000000
-2.210000,-4.791234,0.000000,-0.001020,-0.031990,0.000000,-0.001850,0.031796,-4.830229,0.036194,-0.056763,186.919312,-0.000005,0.003387,0.000000,0.000000,0.000000,0.000000
-0.230000,2.866055,0.000000,-0.001020,-0.003329,0.000000,-0.001844,0.002364,2.888049,0.032807,-0.004221,-111.761185,0.000061,-0.002134,0.000000,0.000000,0.000000,0.000000
-7.800000,-10.957595,0.000000,-0.000706,-0.112905,0.000000,-0.001905,0.117330,-11.125308,0.034941,-0.285251,316.136383,0.000107,0.005218,0.000000,0.000000,0.000000,0.000000
1.680000,13.722324,0.000000,-0.000754,0.024318,0.000000,-0.002012,-0.026947,14.061601,0.029723,0.082095,-318.865448,0.000193,-0.005825,0.000000,0.000000,0.000000,0.000000
-5.760000,-10.769419,0.000000,-0.000377,-0.083376,0.000000,-0.002205,0.092237,-11.167859,0.035548,-0.334414,212.799316,0.000038,0.003136,0.000000,0.000000,0.000000,0.000000
-3.620000,3.097656,0.000000,-0.000334,-0.052400,0.000000,-0.002243,0.060161,3.254732,0.032412,-0.250523,-53.995945,0.000224,-0.001706,0.000000,0.000000,0.000000,0.000000
4.430000,11.652395,0.000000,-0.000200,0.064124,0.000000,-0.002467,-0.077681,12.446034,0.034118,0.361984,-184.516998,0.000025,-0.002512,0.000000,0.000000,0.000000,0.000000
-4.340000,-12.694597,0.000000,0.000277,-0.062822,0.000000,-0.002492,0.080018,-13.813064,0.036630,-0.409014,186.690506,-0.000045,0.002433,0.000000,0.000000,0.000000,0.000000
0.000000,6.282161,0.000000,0.000381,0.000000,0.000000,-0.002447,0.000510,6.971078,0.034196,-0.002815,-87.256432,0.000133,-0.001664,0.000000,0.000000,0.000000,0.000000
0.680000,0.984302,0.000000,0.000671,0.009843,0.000000,-0.002580,-0.012987,1.113796,0.035861,0.076420,-13.076031,-0.000014,-0.000038,0.000000,0.000000,0.000000,0.000000
1.700000,1.476453,0.000000,0.000993,0.024608,0.000000,-0.002566,-0.035522,1.713097,0.035899,0.220565,-19.060101,-0.000064,0.000236,0.000000,0.000000,0.000000,0.000000
-2.820000,-4.342508,0.000000,-0.000756,-0.040820,0.000000,-0.001538,0.041103,-4.377889,0.033969,-0.073378,169.414764,0.000028,0.003009,0.000000,0.000000,0.000000,0.000000
-4.090000,-1.838328,0.000000,-0.000785,-0.059203,0.000000,-0.001566,0.059814,-1.853711,0.030960,-0.106782,71.734581,0.000127,0.001064,0.000000,0.000000,0.000000,0.000000
-2.680000,2.040979,0.000000,-0.000670,-0.038793,0.000000,-0.001693,0.039867,2.071007,0.029896,-0.096923,-58.849689,0.000147,-0.001378,0.000000,0.000000,0.000000,0.000000
-1.570000,1.606728,0.000000,-0.000495,-0.022726,0.000000,-0.001840,0.023894,1.645286,0.031275,-0.072793,-37.309052,0.000096,-0.000901,0.000000,0.000000,0.000000,0.000000
10.670000,17.717432,0.000000,-0.000274,0.154449,0.000000,-0.001935,-0.171943,18.368362,0.032175,0.623398,-350.002197,-0.000117,-0.004939,0.000000,0.000000,0.000000,0.000000
7.690000,-4.313557,0.000000,0.000485,0.111313,0.000000,-0.001818,-0.128060,-4.537253,0.037115,0.533270,75.272957,-0.000432,0.002877,0.000000,0.000000,0.000000,0.000000
5.600000,-3.025280,0.000000,0.001116,0.081060,0.000000,-0.001386,-0.096545,-3.234642,0.034238,0.449887,47.954739,-0.000322,0.002120,0.000000,0.000000,0.000000,0.000000
-3.740000,-13.519673,0.000000,0.001664,-0.054137,0.000000,-0.001064,0.070764,-14.710981,0.032118,-0.361711,198.826294,-0.000087,0.002782,0.000000,0.000000,0.000000,0.000000
-5.120000,-1.997553,0.000000,0.001827,-0.074112,0.000000,-0.000978,0.101564,-2.220971,0.029336,-0.560561,27.799715,0.000233,-0.000995,0.000000,0.000000,0.000000,0.000000
6.650000,17.037104,0.000000,0.001944,0.096259,0.000000,-0.001210,-0.133546,19.335649,0.030331,0.785851,-227.001709,0.000004,-0.002171,0.000000,0.000000,0.000000,0.000000
6.260000,-0.564526,0.000000,0.002567,0.090614,0.000000,-0.001215,-0.132446,-0.661636,0.032501,0.822390,7.361431,-0.000371,0.002368,0.000000,0.000000,0.000000,0.000000
-8.370000,-13.765750,0.000000,-0.001958,-0.121156,0.000000,-0.002988,0.122152,-13.876317,0.045554,-0.218070,536.983154,0.000068,0.009574,0.000000,0.000000,0.000000,0.000000
-6.910000,2.113354,0.000000,-0.002178,-0.100022,0.000000,-0.003057,0.100183,2.129334,0.035980,-0.178850,-82.400581,0.000311,-0.002062,0.000000,0.000000,0.000000,0.000000
-2.280000,6.701937,0.000000,-0.002122,-0.033003,0.000000,-0.003368,0.032294,6.802651,0.038042,-0.078512,-193.303925,0.000216,-0.003869,0.000000,0.000000,0.000000,0.000000
-2.620000,-0.492151,0.000000,-0.001865,-0.037925,0.000000,-0.003583,0.038757,-0.505941,0.041911,-0.118075,11.472884,0.000095,-0.000095,0.000000,0.000000,0.000000,0.000000
3.600000,9.003466,0.000000,-0.001638,0.052110,0.000000,-0.003678,-0.059730,9.333220,0.042006,0.216557,-177.840942,0.000015,-0.002781,0.000000,0.000000,0.000000,0.000000
4.630000,1.490928,0.000000,-0.001148,0.067019,0.000000,-0.003693,-0.078766,1.565057,0.044787,0.327999,-25.964266,-0.000183,0.000401,0.000000,0.000000,0.000000,0.000000
-1.810000,-9.321917,0.000000,-0.000623,-0.026200,0.000000,-0.003510,0.030888,-9.961366,0.044387,-0.143933,147.680878,-0.000105,0.002406,0.000000,0.000000,0.000000,0.000000
-0.290000,2.200204,0.000000,-0.000379,-0.004198,0.000000,-0.003405,0.004843,2.390637,0.041980,-0.024753,-32.310665,0.000059,-0.000683,0.000000,0.000000,0.000000,0.000000
3.200000,5.051784,0.000000,-0.000074,0.046320,0.000000,-0.003464,-0.062049,5.604787,0.042664,0.342465,-70.154678,-0.000062,-0.000401,0.000000,0.000000,0.000000,0.000000
-0.280000,-5.037309,0.000000,0.000377,-0.004053,0.000000,-0.003402,0.006273,-5.722021,0.043064,-0.036913,67.176880,-0.000091,0.001173,0.000000,0.000000,0.000000,0.000000
8.490000,0.448725,0.000000,-0.001259,0.122893,0.000000,-0.002055,-0.127037,0.451445,0.034981,0.226790,-17.469952,-0.000335,0.000281,0.000000,0.000000,0.000000,0.000000
-4.510000,-18.817533,0.000000,-0.000843,-0.065282,0.000000,-0.001720,0.065979,-18.968044,0.034701,-0.117787,734.021973,-0.000180,0.013580,0.000000,0.000000,0.000000,0.000000
-1.820000,3.893782,0.000000,-0.000834,-0.026345,0.000000,-0.001540,0.026678,3.952296,0.021121,-0.064858,-112.308304,0.000147,-0.002327,0.000000,0.000000,0.000000,0.000000
1.690000,5.080734,0.000000,-0.000703,0.024463,0.000000,-0.001688,-0.027048,5.205865,0.023448,0.082403,-118.049889,0.000025,-0.002008,0.000000,0.000000,0.000000,0.000000
4.830000,4.545158,0.000000,-0.000419,0.069914,0.000000,-0.001713,-0.078161,4.711316,0.025457,0.283382,-89.772331,-0.000122,-0.000930,0.000000,0.000000,0.000000,0.000000
-0.070000,-7.092762,0.000000,-0.000000,-0.001013,0.000000,-0.001591,0.001171,-7.458265,0.026386,-0.004875,123.732491,-0.000138,0.002331,0.000000,0.000000,0.000000,0.000000
0.000000,0.101325,0.000000,0.000205,0.000000,0.000000,-0.001453,0.000248,0.106545,0.024055,-0.001154,-1.579574,0.000003,-0.000037,0.000000,0.000000,0.000000,0.000000
-2.760000,-3.995107,0.000000,0.000414,-0.039951,0.000000,-0.001456,0.051190,-4.348186,0.024092,-0.261657,58.767914,0.000056,0.000405,0.000000,0.000000,0.000000,0.000000
-4.080000,-1.910704,0.000000,0.000509,-0.059058,0.000000,-0.001512,0.079667,-2.123328,0.023687,-0.439706,26.577526,0.000175,-0.000687,0.000000,0.000000,0.000000,0.000000
-0.140000,5.703160,0.000000,0.000551,-0.002027,0.000000,-0.001687,0.003650,6.471457,0.024374,-0.021476,-75.975296,0.000132,-0.001495,0.000000,0.000000,0.000000,0.000000
0.540000,0.984302,0.000000,0.000761,0.007817,0.000000,-0.001819,-0.010613,1.141808,0.025869,0.065900,-12.703875,-0.000007,-0.000060,0.000000,0.000000,0.000000,0.000000
-5.750000,-7.816514,0.000000,-0.000447,-0.083231,0.000000,-0.001020,0.084823,-7.879301,0.024799,-0.151428,304.911713,0.000080,0.005364,0.000000,0.000000,0.000000,0.000000
0.880000,9.596942,0.000000,-0.000613,0.012738,0.000000,-0.001101,-0.013670,9.672792,0.019435,0.024404,-374.315948,0.000146,-0.007032,0.000000,0.000000,0.000000,0.000000
-3.360000,-6.137411,0.000000,-0.000330,-0.048636,0.000000,-0.001247,0.050516,-6.231596,0.026466,-0.122813,177.076828,0.000018,0.003034,0.000000,0.000000,0.000000,0.000000
-0.950000,3.488481,0.000000,-0.000249,-0.013751,0.000000,-0.001265,0.014512,3.574040,0.023432,-0.044213,-81.046097,0.000107,-0.001660,0.000000,0.000000,0.000000,0.000000
-1.290000,-0.492151,0.000000,-0.000061,-0.018673,0.000000,-0.001372,0.020683,-0.511582,0.025092,-0.074989,9.747992,0.000046,-0.000015,0.000000,0.000000,0.000000,0.000000
4.050000,7.729664,0.000000,0.000110,0.058624,0.000000,-0.001418,-0.067611,8.124708,0.025107,0.281548,-134.788788,-0.000029,-0.001791,0.000000,0.000000,0.000000,0.000000
-2.760000,-9.857493,0.000000,0.000514,-0.039951,0.000000,-0.001389,0.048867,-10.532775,0.026898,-0.227716,156.152222,-0.000067,0.002344,0.000000,0.000000,0.000000,0.000000
-6.250000,-5.051784,0.000000,0.000628,-0.090469,0.000000,-0.001322,0.115525,-5.497861,0.024554,-0.590507,74.306351,0.000209,-0.000195,0.000000,0.000000,0.000000,0.000000
-2.250000,5.790010,0.000000,0.000598,-0.032569,0.000000,-0.001530,0.044359,6.425352,0.024749,-0.244827,-80.425621,0.000241,-0.002185,0.000000,0.000000,0.000000,0.000000
-0.080000,3.141081,0.000000,0.000740,-0.001158,0.000000,-0.001771,0.002688,3.562768,0.026933,-0.015817,-41.827118,0.000074,-0.000831,0.000000,0.000000,0.000000,0.000000
-4.190000,-5.949235,0.000000,0.000977,-0.060650,0.000000,-0.001846,0.092705,-6.922452,0.027764,-0.575627,77.019928,0.000120,-0.000097,0.000000,0.000000,0.000000,0.000000
1.240000,6.209786,0.000000,-0.001030,0.017949,0.000000,-0.001630,-0.019371,6.258535,0.026403,0.034582,-242.191666,0.000066,-0.004492,0.000000,0.000000,0.000000,0.000000
-5.590000,-9.886442,0.000000,-0.000919,-0.080915,0.000000,-0.001695,0.081908,-9.965822,0.030896,-0.146226,385.655579,0.000033,0.006915,0.000000,0.000000,0.000000,0.000000
-4.340000,1.809378,0.000000,-0.000925,-0.062822,0.000000,-0.001728,0.064728,1.836118,0.023980,-0.157365,-52.175072,0.000210,-0.001426,0.000000,0.000000,0.000000,0.000000
5.550000,14.315801,0.000000,-0.000879,0.080336,0.000000,-0.001938,-0.087290,14.670012,0.025407,0.265934,-332.661957,0.000041,-0.005577,0.000000,0.000000,0.000000,0.000000
2.910000,-3.821407,0.000000,-0.000393,0.042122,0.000000,-0.001979,-0.047247,-3.963699,0.030984,0.171298,75.526772,-0.000203,0.001904,0.000000,0.000000,0.000000,0.000000
-0.880000,-5.486035,0.000000,-0.000027,-0.012738,0.000000,-0.001776,0.014687,-5.769255,0.029080,-0.061161,95.711845,-0.000069,0.001643,0.000000,0.000000,0.000000,0.000000
1.060000,2.808155,0.000000,0.000173,0.015344,0.000000,-0.001707,-0.018320,2.998037,0.027437,0.085370,-44.446991,0.000007,-0.000614,0.000000,0.000000,0.000000,0.000000
0.610000,-0.651376,0.000000,0.000458,0.008830,0.000000,-0.001715,-0.010617,-0.710915,0.028050,0.054270,9.608374,-0.000042,0.000330,0.000000,0.000000,0.000000,0.000000
-2.270000,-4.168808,0.000000,0.000725,-0.032858,0.000000,-0.001672,0.044916,-4.630573,0.027721,-0.247904,57.960526,0.000034,0.000426,0.000000,0.000000,0.000000,0.000000
-0.010000,3.271356,0.000000,0.000876,-0.000145,0.000000,-0.001706,0.001445,3.710523,0.027294,-0.008505,-43.561760,0.000074,-0.000849,0.000000,0.000000,0.000000,0.000000
-0.360000,-21.336187,0.000000,-0.000632,-0.005211,0.000000,-0.001308,0.004760,-21.506603,0.029385,-0.008498,832.258606,-0.000394,0.015737,0.000000,0.000000,0.000000,0.000000
-2.760000,-3.474006,0.000000,-0.000575,-0.039951,0.000000,-0.000914,0.040317,-3.501960,0.013648,-0.071976,135.518188,0.000043,0.002342,0.000000,0.000000,0.000000,0.000000
-5.190000,-3.517431,0.000000,-0.000585,-0.075125,0.000000,-0.000957,0.077949,-3.571239,0.011306,-0.189510,101.480202,0.000143,0.001405,0.000000,0.000000,0.000000,0.000000
-4.290000,1.302752,0.000000,-0.000714,-0.062098,0.000000,-0.001100,0.065976,1.334743,0.009901,-0.200999,-30.267057,0.000203,-0.001119,0.000000,0.000000,0.000000,0.000000
2.340000,9.596942,0.000000,-0.000806,0.033872,0.000000,-0.001304,-0.038538,9.950006,0.011021,0.139722,-189.593567,0.000084,-0.003210,0.000000,0.000000,0.000000,0.000000
1.300000,-1.505403,0.000000,-0.000612,0.018818,0.000000,-0.001388,-0.022451,-1.583321,0.014231,0.093490,26.267273,-0.000091,0.000756,0.000000,0.000000,0.000000,0.000000
0.010000,-1.867278,0.000000,-0.000469,0.000145,0.000000,-0.001297,-0.000741,-1.995545,0.013474,0.003452,29.584684,-0.000040,0.000568,0.000000,0.000000,0.000000,0.000000
0.190000,0.260550,0.000000,-0.000383,0.002750,0.000000,-0.001257,-0.003974,0.282677,0.012906,0.020313,-3.820522,-0.000005,-0.000018,0.000000,0.000000,0.000000,0.000000
0.780000,0.854026,0.000000,-0.000293,0.011291,0.000000,-0.001252,-0.015493,0.947223,0.012925,0.085509,-11.856321,-0.000024,0.000007,0.000000,0.000000,0.000000,0.000000
2.800000,2.923955,0.000000,-0.000181,0.040530,0.000000,-0.001228,-0.057645,3.318146,0.012918,0.339212,-38.955242,-0.000093,0.000180,0.000000,0.000000,0.000000,0.000000
-1.470000,-25.360245,0.000000,0.000954,-0.021278,0.000000,0.000726,0.022790,-25.562210,0.008935,-0.040686,989.201660,-0.000422,0.018620,0.000000,0.000000,0.000000,0.000000
-4.900000,-4.964934,0.000000,0.000920,-0.070928,0.000000,0.001149,0.073564,-5.004213,-0.009685,-0.131329,193.652100,0.000105,0.003277,0.000000,0.000000,0.000000,0.000000
-0.280000,6.687462,0.000000,0.000614,-0.004053,0.000000,0.001044,0.004881,6.789507,-0.012962,-0.011866,-192.930389,0.000142,-0.003691,0.000000,0.000000,0.000000,0.000000
1.700000,2.866055,0.000000,0.000530,0.024608,0.000000,0.000902,-0.025879,2.937500,-0.009271,0.078840,-66.611710,-0.000015,-0.001041,0.000000,0.000000,0.000000,0.000000
4.810000,4.501733,0.000000,0.000539,0.069625,0.000000,0.000917,-0.076775,4.667856,-0.008230,0.278357,-88.944237,-0.000119,-0.000929,0.000000,0.000000,0.000000,0.000000
-1.120000,-8.583690,0.000000,0.000689,-0.016212,0.000000,0.001036,0.019528,-9.023857,-0.007300,-0.081320,149.705643,-0.000118,0.002616,0.000000,0.000000,0.000000,0.000000
1.400000,3.647706,0.000000,0.000586,0.020265,0.000000,0.001154,-0.023766,3.897293,-0.009917,0.110746,-57.778790,0.000010,-0.000799,0.000000,0.000000,0.000000,0.000000
