-0.000000,0.000401,0.475732,0.000508,-0.000000,-0.000000,-0.000000,ovf,0.000003,-0.061419,-0.000000,ovf,0.000000,ovf,-251194.359375,ovf,-0.000001,ovf
7.280000,13.953924,0.000000,0.001897,0.105378,0.000000,-0.001054,-0.146526,15.836014,0.028095,0.862232,-185.915771,-0.000097,-0.001185,0.000000,0.000000,0.000000,0.000000
5.050000,16.255453,0.000000,-0.001371,0.073099,0.000000,-0.002340,-0.076149,16.383694,0.042452,0.135944,-634.013123,0.000104,-0.011635,0.000000,0.000000,0.000000,0.000000
-3.140000,-11.855046,0.000000,-0.001072,-0.045452,0.000000,-0.002445,0.045440,-11.950675,0.054087,-0.081121,462.464996,-0.000104,0.008559,0.000000,0.000000,0.000000,0.000000
-1.230000,2.764730,0.000000,-0.000773,-0.017804,0.000000,-0.002341,0.017811,2.805219,0.045528,-0.043301,-79.713005,0.000101,-0.001642,0.000000,0.000000,0.000000,0.000000
1.130000,3.416106,0.000000,-0.000390,0.016357,0.000000,-0.002443,-0.017999,3.498843,0.047171,0.054835,-79.340897,0.000017,-0.001351,0.000000,0.000000,0.000000,0.000000
5.090000,5.732111,0.000000,0.000096,0.073678,0.000000,-0.002460,-0.081771,5.940666,0.048522,0.296471,-113.197144,-0.000109,-0.001339,0.000000,0.000000,0.000000,0.000000
0.890000,-6.079511,0.000000,0.000756,0.012883,0.000000,-0.002351,-0.014012,-6.394660,0.049861,0.058351,106.087311,-0.000159,0.002169,0.000000,0.000000,0.000000,0.000000
2.820000,2.793680,0.000000,0.001237,0.040820,0.000000,-0.002192,-0.047801,2.980803,0.047691,0.222749,-44.191486,-0.000073,-0.000238,0.000000,0.000000,0.000000,0.000000
3.040000,0.318451,0.000000,0.001809,0.044004,0.000000,-0.002120,-0.053510,0.342023,0.047930,0.273517,-4.622608,-0.000138,0.000653,0.000000,0.000000,0.000000,0.000000
-4.200000,-10.479918,0.000000,0.002401,-0.060795,0.000000,-0.001982,0.084521,-11.639297,0.047277,-0.466495,145.688156,0.000008,0.001496,0.000000,0.000000,0.000000,0.000000
