0.475724,0.129959,-0.000000,ovf,-0.000000,ovf,0.000003,-0.000000,-0.000000,ovf,0.000000,ovf,-259390.359375,ovf,-0.000001,ovf,0.000000,-0.000000
-3.050000,3.445056,0.000000,0.001283,-0.044149,0.000000,0.001222,0.047510,3.497298,0.000137,-0.115505,-99.379120,0.000195,-0.002212,0.000000,0.000000,0.000000,0.000000
0.620000,5.312335,0.000000,0.001215,0.008975,0.000000,0.001027,-0.008339,5.443865,0.002349,0.025407,-123.446869,0.000080,-0.002265,0.000000,0.000000,0.000000,0.000000
-2.420000,-4.400408,0.000000,0.001322,-0.035030,0.000000,0.000947,0.040397,-4.563004,0.004614,-0.146464,86.946297,0.000023,0.001254,0.000000,0.000000,0.000000,0.000000
2.550000,7.194088,0.000000,0.001302,0.036911,0.000000,0.000924,-0.041146,7.562620,0.003360,0.171340,-125.463730,0.000032,-0.001914,0.000000,0.000000,0.000000,0.000000
-2.760000,-7.686239,0.000000,0.001507,-0.039951,0.000000,0.000893,0.050067,-8.212141,0.005274,-0.233307,121.747971,-0.000020,0.001678,0.000000,0.000000,0.000000,0.000000
-0.330000,3.517431,0.000000,0.001495,-0.004777,0.000000,0.000913,0.007953,3.825566,0.003597,-0.040654,-51.704445,0.000094,-0.001092,0.000000,0.000000,0.000000,0.000000
1.240000,2.272579,0.000000,0.001596,0.017949,0.000000,0.000819,-0.021871,2.521549,0.004689,0.120714,-31.562037,-0.000012,-0.000269,0.000000,0.000000,0.000000,0.000000
2.190000,1.375127,0.000000,0.001774,0.031700,0.000000,0.000830,-0.042375,1.559291,0.004958,0.249357,-18.306166,-0.000085,0.000328,0.000000,0.000000,0.000000,0.000000
1.010000,5.080734,0.000000,0.000151,0.014620,0.000000,-0.000341,-0.014762,5.120592,0.020859,0.026353,-198.155716,0.000057,-0.003681,0.000000,0.000000,0.000000,0.000000
-8.660000,-13.997351,0.000000,0.000242,-0.125354,0.000000,-0.000398,0.128597,-14.109316,0.024540,-0.229574,545.999695,0.000081,0.009724,0.000000,0.000000,0.000000,0.000000
-3.120000,8.019164,0.000000,0.000044,-0.045162,0.000000,-0.000479,0.047274,8.140524,0.014816,-0.114932,-231.320847,0.000282,-0.004709,0.000000,0.000000,0.000000,0.000000
-0.220000,4.197757,0.000000,0.000108,-0.003185,0.000000,-0.000761,0.003539,4.301036,0.019525,-0.010780,-97.531693,0.000090,-0.001867,0.000000,0.000000,0.000000,0.000000
-2.410000,-3.170031,0.000000,0.000302,-0.034885,0.000000,-0.000851,0.039103,-3.287974,0.021392,-0.141771,62.651104,0.000043,0.000806,0.000000,0.000000,0.000000,0.000000
0.280000,3.893782,0.000000,0.000400,0.004053,0.000000,-0.000895,-0.004221,4.092206,0.020586,0.017577,-67.889626,0.000066,-0.001239,0.000000,0.000000,0.000000,0.000000
0.890000,0.882977,0.000000,0.000618,0.012883,0.000000,-0.000961,-0.014812,0.941578,0.021825,0.069021,-13.959231,-0.000022,-0.000075,0.000000,0.000000,0.000000,0.000000
-3.840000,-6.846687,0.000000,0.000865,-0.055584,0.000000,-0.000938,0.071586,-7.450421,0.021900,-0.365914,100.696182,0.000053,0.000917,0.000000,0.000000,0.000000,0.000000
0.080000,5.674210,0.000000,0.000917,0.001158,0.000000,-0.000991,-0.000322,6.296911,0.020983,0.001779,-78.817940,0.000118,-0.001489,0.000000,0.000000,0.000000,0.000000
2.460000,3.445056,0.000000,0.001140,0.035609,0.000000,-0.001109,-0.048806,3.907921,0.022473,0.287200,-45.879230,-0.000058,-0.000089,0.000000,0.000000,0.000000,0.000000
1.480000,-1.418553,0.000000,0.001470,0.021423,0.000000,-0.001051,-0.030015,-1.653080,0.022562,0.186372,18.392342,-0.000112,0.000853,0.000000,0.000000,0.000000,0.000000
-0.590000,2.417329,0.000000,-0.000604,-0.008540,0.000000,-0.001259,0.008195,2.435845,0.028436,-0.014630,-94.261864,0.000068,-0.001826,0.000000,0.000000,0.000000,0.000000
-1.220000,-0.911927,0.000000,-0.000559,-0.017660,0.000000,-0.001328,0.017510,-0.919935,0.030262,-0.031259,35.599468,0.000030,0.000593,0.000000,0.000000,0.000000,0.000000
-2.350000,-1.635678,0.000000,-0.000328,-0.034016,0.000000,-0.001357,0.035230,-1.661553,0.029669,-0.085650,47.214645,0.000064,0.000661,0.000000,0.000000,0.000000,0.000000
-3.670000,-1.910704,0.000000,-0.000152,-0.053123,0.000000,-0.001421,0.056933,-1.959369,0.029008,-0.173450,44.431297,0.000117,0.000371,0.000000,0.000000,0.000000,0.000000
-0.320000,4.849134,0.000000,-0.000039,-0.004632,0.000000,-0.001538,0.005104,5.026241,0.028637,-0.018506,-95.773102,0.000109,-0.001864,0.000000,0.000000,0.000000,0.000000
7.820000,11.782671,0.000000,0.000222,0.113195,0.000000,-0.001647,-0.130538,12.385307,0.030502,0.543589,-205.472046,-0.000119,-0.002417,0.000000,0.000000,0.000000,0.000000
-3.770000,-16.776554,0.000000,0.000836,-0.054571,0.000000,-0.001528,0.066912,-17.924940,0.032918,-0.311803,265.743774,-0.000158,0.004193,0.000000,0.000000,0.000000,0.000000
0.920000,6.788787,0.000000,0.000958,0.013317,0.000000,-0.001370,-0.015673,7.382813,0.028725,0.080111,-99.782417,0.000098,-0.001680,0.000000,0.000000,0.000000,0.000000
-3.260000,-6.050561,0.000000,0.001286,-0.047189,0.000000,-0.001467,0.064832,-6.720115,0.030406,-0.357827,84.115150,0.000048,0.000628,0.000000,0.000000,0.000000,0.000000
1.300000,6.600612,0.000000,0.001446,0.018818,0.000000,-0.001515,-0.024598,7.489101,0.029778,0.144745,-87.922493,0.000075,-0.001274,0.000000,0.000000,0.000000,0.000000
0.320000,-5.283384,0.000000,-0.001713,0.004632,0.000000,-0.002557,-0.006411,-5.326292,0.037383,0.011444,206.115860,-0.000118,0.003936,0.000000,0.000000,0.000000,0.000000
-2.560000,-4.168807,0.000000,-0.001612,-0.037056,0.000000,-0.002439,0.036291,-4.202749,0.033447,-0.064788,162.637238,0.000019,0.002897,0.000000,0.000000,0.000000,0.000000
-3.110000,-0.796126,0.000000,-0.001445,-0.045017,0.000000,-0.002457,0.045565,-0.809173,0.030550,-0.110776,22.993423,0.000108,0.000130,0.000000,0.000000,0.000000,0.000000
3.820000,10.031192,0.000000,-0.001315,0.055295,0.000000,-0.002565,-0.060845,10.278934,0.030419,0.185366,-233.088486,0.000030,-0.003912,0.000000,0.000000,0.000000,0.000000
5.060000,1.794903,0.000000,-0.000882,0.073244,0.000000,-0.002595,-0.082375,1.859397,0.034332,0.298660,-35.430099,-0.000188,0.000144,0.000000,0.000000,0.000000,0.000000
-1.430000,-9.394291,0.000000,-0.000401,-0.020699,0.000000,-0.002407,0.023455,-9.878233,0.034188,-0.097671,163.879730,-0.000123,0.002839,0.000000,0.000000,0.000000,0.000000
-1.310000,0.173700,0.000000,-0.000205,-0.018962,0.000000,-0.002284,0.022652,0.183527,0.031349,-0.105557,-2.720859,0.000065,-0.000342,0.000000,0.000000,0.000000,0.000000
-3.740000,-3.517431,0.000000,-0.000006,-0.054137,0.000000,-0.002349,0.068647,-3.828891,0.031691,-0.350888,51.749393,0.000113,0.000031,0.000000,0.000000,0.000000,0.000000
-2.740000,1.447503,0.000000,0.000090,-0.039662,0.000000,-0.002462,0.053165,1.604338,0.031660,-0.293433,-20.081375,0.000174,-0.001174,0.000000,0.000000,0.000000,0.000000
11.560000,20.699287,0.000000,0.000227,0.167331,0.000000,-0.002636,-0.236613,23.493773,0.032834,1.392350,-275.818298,-0.000196,-0.001454,0.000000,0.000000,0.000000,0.000000
-1.530000,-11.044444,0.000000,-0.000891,-0.022147,0.000000,-0.001629,0.021840,-11.133073,0.032199,-0.038990,430.825623,-0.000151,0.008055,0.000000,0.000000,0.000000,0.000000
-5.040000,-5.080734,0.000000,-0.000874,-0.072954,0.000000,-0.001478,0.073802,-5.121723,0.024145,-0.131754,198.199478,0.000103,0.003382,0.000000,0.000000,0.000000,0.000000
-0.490000,6.586137,0.000000,-0.000889,-0.007093,0.000000,-0.001581,0.006487,6.685589,0.020763,-0.015772,-189.977478,0.000144,-0.003646,0.000000,0.000000,0.000000,0.000000
3.420000,5.659735,0.000000,-0.000697,0.049505,0.000000,-0.001725,-0.053957,5.799189,0.024409,0.164382,-131.504288,-0.000036,-0.002039,0.000000,0.000000,0.000000,0.000000
0.340000,-4.458308,0.000000,-0.000334,0.004922,0.000000,-0.001688,-0.005840,-4.623832,0.026448,0.021174,88.105354,-0.000103,0.001729,0.000000,0.000000,0.000000,0.000000
0.560000,0.318451,0.000000,-0.000110,0.008106,0.000000,-0.001585,-0.009493,0.333331,0.024718,0.039532,-5.529962,-0.000019,-0.000001,0.000000,0.000000,0.000000,0.000000
0.510000,-0.072375,0.000000,0.000123,0.007382,0.000000,-0.001566,-0.008767,-0.079032,0.024719,0.040854,1.171682,-0.000025,0.000133,0.000000,0.000000,0.000000,0.000000
0.980000,0.680326,0.000000,0.000353,0.014186,0.000000,-0.001541,-0.017542,0.738126,0.024587,0.089665,-9.976143,-0.000033,0.000053,0.000000,0.000000,0.000000,0.000000
-4.460000,-7.874414,0.000000,0.000605,-0.064559,0.000000,-0.001507,0.087153,-8.743965,0.024533,-0.481022,109.447510,0.000070,0.000771,0.000000,0.000000,0.000000,0.000000
1.980000,9.321917,0.000000,0.000632,0.028661,0.000000,-0.001578,-0.039687,10.579271,0.023762,0.233539,-124.201271,0.000093,-0.001721,0.000000,0.000000,0.000000,0.000000
0.730000,-1.809378,0.000000,0.000933,0.010567,0.000000,-0.001670,-0.014492,-2.107433,0.025484,0.089986,23.447527,-0.000079,0.000691,0.000000,0.000000,0.000000,0.000000
1.050000,8.670541,0.000000,-0.000401,0.015199,0.000000,-0.000993,-0.015910,8.738852,0.025587,0.028404,-338.174500,0.000123,-0.006328,0.000000,0.000000,0.000000,0.000000
-5.250000,-9.119266,0.000000,-0.000298,-0.075994,0.000000,-0.001116,0.077504,-9.192600,0.031915,-0.138363,355.733612,0.000035,0.006373,0.000000,0.000000,0.000000,0.000000
-2.950000,3.329256,0.000000,-0.000264,-0.042701,0.000000,-0.001151,0.044378,3.378983,0.025541,-0.107891,-96.017044,0.000184,-0.002122,0.000000,0.000000,0.000000,0.000000
2.900000,8.467890,0.000000,-0.000124,0.041978,0.000000,-0.001335,-0.045251,8.676794,0.027663,0.137859,-196.757797,0.000042,-0.003349,0.000000,0.000000,0.000000,0.000000
2.240000,-0.955352,0.000000,0.000278,0.032424,0.000000,-0.001377,-0.035723,-0.992225,0.031012,0.129519,18.906479,-0.000115,0.000715,0.000000,0.000000,0.000000,0.000000
1.180000,-1.534353,0.000000,0.000653,0.017081,0.000000,-0.001261,-0.018982,-1.615092,0.030297,0.079046,26.794355,-0.000082,0.000720,0.000000,0.000000,0.000000,0.000000
-0.320000,-2.171254,0.000000,0.000985,-0.004632,0.000000,-0.001180,0.006783,-2.321920,0.029577,-0.031607,34.423313,-0.000025,0.000565,0.000000,0.000000,0.000000,0.000000
-4.110000,-5.486035,0.000000,0.001258,-0.059492,0.000000,-0.001154,0.077042,-5.970907,0.029012,-0.393798,80.699821,0.000095,0.000462,0.000000,0.000000,0.000000,0.000000
-5.200000,-1.577778,0.000000,0.001379,-0.075270,0.000000,-0.001250,0.102514,-1.754637,0.028551,-0.565803,21.962658,0.000244,-0.001115,0.000000,0.000000,0.000000,0.000000
1.370000,9.510091,0.000000,0.001463,0.019831,0.000000,-0.001494,-0.026008,10.791784,0.029666,0.153043,-126.696198,0.000134,-0.001983,0.000000,0.000000,0.000000,0.000000
2.680000,1.896229,0.000000,0.001831,0.038793,0.000000,-0.001627,-0.055600,2.200987,0.031649,0.345236,-24.488417,-0.000109,0.000474,0.000000,0.000000,0.000000,0.000000
-0.950000,-0.072375,0.000000,-0.001525,-0.013751,0.000000,-0.002400,0.012609,-0.073880,0.038574,-0.022509,2.858983,0.000033,-0.000008,0.000000,0.000000,0.000000,0.000000
-2.060000,-1.606728,0.000000,-0.001470,-0.029819,0.000000,-0.002433,0.029026,-1.620434,0.038582,-0.051817,62.707237,0.000048,0.001047,0.000000,0.000000,0.000000,0.000000
-4.130000,-2.996330,0.000000,-0.001213,-0.059782,0.000000,-0.002481,0.061247,-3.043085,0.037535,-0.148904,86.472191,0.000108,0.001233,0.000000,0.000000,0.000000,0.000000
-1.940000,3.170031,0.000000,-0.001062,-0.028082,0.000000,-0.002589,0.029041,3.247238,0.036302,-0.088474,-73.635429,0.000140,-0.001636,0.000000,0.000000,0.000000,0.000000
1.560000,5.066259,0.000000,-0.000820,0.022581,0.000000,-0.002729,-0.026005,5.251040,0.037938,0.094285,-100.056564,0.000029,-0.001637,0.000000,0.000000,0.000000,0.000000
3.530000,2.851580,0.000000,-0.000430,0.051097,0.000000,-0.002758,-0.059538,2.995627,0.039574,0.247930,-49.697399,-0.000104,-0.000267,0.000000,0.000000,0.000000,0.000000
-4.500000,-11.623446,0.000000,0.000041,-0.065138,0.000000,-0.002653,0.078713,-12.420036,0.039842,-0.366794,184.131561,-0.000022,0.002495,0.000000,0.000000,0.000000,0.000000
-0.640000,5.587360,0.000000,0.000168,-0.009264,0.000000,-0.002631,0.011961,6.075543,0.037347,-0.061138,-82.114021,0.000147,-0.001725,0.000000,0.000000,0.000000,0.000000
-2.950000,-3.343731,0.000000,0.000459,-0.042701,0.000000,-0.002778,0.057724,-3.715379,0.039072,-0.318595,46.505100,0.000086,0.000022,0.000000,0.000000,0.000000,0.000000
1.700000,6.730887,0.000000,0.000654,0.024608,0.000000,-0.002864,-0.033917,7.636755,0.039050,0.199583,-89.655952,0.000053,-0.001158,0.000000,0.000000,0.000000,0.000000
-1.080000,-4.024057,0.000000,0.001049,-0.015633,0.000000,-0.002917,0.025094,-4.684591,0.040208,-0.155813,52.121254,-0.000021,0.000568,0.000000,0.000000,0.000000,0.000000
-2.880000,-1.259327,0.000000,-0.001528,-0.041688,0.000000,-0.002348,0.041204,-1.270211,0.036242,-0.073559,49.154388,0.000087,0.000731,0.000000,0.000000,0.000000,0.000000
-3.700000,-1.186952,0.000000,-0.001554,-0.053558,0.000000,-0.002436,0.053246,-1.197236,0.035512,-0.095056,46.330410,0.000121,0.000619,0.000000,0.000000,0.000000,0.000000
-2.620000,1.563303,0.000000,-0.001390,-0.037925,0.000000,-0.002557,0.038206,1.585960,0.034893,-0.092885,-45.066589,0.000133,-0.001106,0.000000,0.000000,0.000000,0.000000
6.980000,13.896025,0.000000,-0.001185,0.101036,0.000000,-0.002690,-0.109867,14.239396,0.035999,0.334715,-322.897217,-0.000028,-0.005207,0.000000,0.000000,0.000000,0.000000
4.050000,-4.241182,0.000000,-0.000555,0.058624,0.000000,-0.002662,-0.065766,-4.399437,0.041205,0.238441,83.829605,-0.000261,0.002242,0.000000,0.000000,0.000000,0.000000
0.820000,-4.675434,0.000000,-0.000061,0.011870,0.000000,-0.002401,-0.013785,-4.917650,0.038963,0.057404,81.583717,-0.000130,0.001696,0.000000,0.000000,0.000000,0.000000
1.810000,1.433028,0.000000,0.000293,0.026200,0.000000,-0.002271,-0.031286,1.528279,0.037267,0.145790,-22.657291,-0.000055,-0.000038,0.000000,0.000000,0.000000,0.000000
-2.660000,-6.470336,0.000000,0.000690,-0.038504,0.000000,-0.002216,0.049704,-7.042052,0.037305,-0.254063,95.176872,0.000001,0.001115,0.000000,0.000000,0.000000,0.000000
0.570000,4.675434,0.000000,0.000902,0.008251,0.000000,-0.002217,-0.009829,5.186930,0.036190,0.054247,-64.924393,0.000072,-0.001085,0.000000,0.000000,0.000000,0.000000
2.790000,3.213456,0.000000,0.001255,0.040385,0.000000,-0.002289,-0.055407,3.643678,0.037275,0.326041,-42.777004,-0.000081,0.000074,0.000000,0.000000,0.000000,0.000000
-2.190000,-7.208563,0.000000,0.001709,-0.031700,0.000000,-0.002208,0.050257,-8.388549,0.037201,-0.312055,93.331871,-0.000023,0.000923,0.000000,0.000000,0.000000,0.000000
-1.140000,-5.355760,0.000000,-0.001484,-0.016502,0.000000,-0.002378,0.015469,-5.399304,0.039341,-0.027616,208.941284,-0.000060,0.003880,0.000000,0.000000,0.000000,0.000000
-6.020000,-7.063812,0.000000,-0.001434,-0.087140,0.000000,-0.002317,0.087753,-7.120839,0.035461,-0.156660,275.560913,0.000103,0.004787,0.000000,0.000000,0.000000,0.000000
-5.260000,1.100101,0.000000,-0.001402,-0.076139,0.000000,-0.002420,0.078155,1.115868,0.030674,-0.190009,-31.708469,0.000232,-0.001123,0.000000,0.000000,0.000000,0.000000
-0.900000,6.311111,0.000000,-0.001344,-0.013028,0.000000,-0.002652,0.012558,6.466495,0.031798,-0.038258,-146.636353,0.000156,-0.002878,0.000000,0.000000,0.000000,0.000000
-0.860000,0.057900,0.000000,-0.001099,-0.012449,0.000000,-0.002808,0.012613,0.058445,0.034676,-0.045731,-1.113648,0.000035,-0.000139,0.000000,0.000000,0.000000,0.000000
0.860000,2.489705,0.000000,-0.000860,0.012449,0.000000,-0.002843,-0.015378,2.615596,0.034815,0.064038,-43.392696,0.000008,-0.000648,0.000000,0.000000,0.000000,0.000000
-2.280000,-4.545158,0.000000,-0.000554,-0.033003,0.000000,-0.002851,0.039186,-4.857777,0.035463,-0.182604,72.018303,0.000014,0.000871,0.000000,0.000000,0.000000,0.000000
2.520000,6.948012,0.000000,-0.000388,0.036477,0.000000,-0.002865,-0.046750,7.556242,0.034592,0.238964,-102.126411,0.000017,-0.001289,0.000000,0.000000,0.000000,0.000000
-2.650000,-7.483588,0.000000,-0.000020,-0.038359,0.000000,-0.002882,0.051276,-8.310634,0.035881,-0.283005,104.023537,-0.000019,0.001207,0.000000,0.000000,0.000000,0.000000
-0.030000,3.792457,0.000000,0.000128,-0.000434,0.000000,-0.002863,0.000796,4.301951,0.034675,-0.004687,-50.505161,0.000084,-0.000971,0.000000,0.000000,0.000000,0.000000
-4.860000,-22.740267,0.000000,-0.000633,-0.070349,0.000000,-0.001279,0.071449,-22.921814,0.028046,-0.127553,887.024292,-0.000241,0.016453,0.000000,0.000000,0.000000,0.000000
-1.140000,5.384710,0.000000,-0.000756,-0.016502,0.000000,-0.001038,0.016122,5.427270,0.011593,-0.028781,-210.023499,0.000147,-0.004085,0.000000,0.000000,0.000000,0.000000
6.360000,10.856270,0.000000,-0.000662,0.092061,0.000000,-0.001185,-0.096964,11.020783,0.015679,0.235737,-313.166199,-0.000054,-0.005285,0.000000,0.000000,0.000000,0.000000
-0.210000,-9.510092,0.000000,-0.000222,-0.003040,0.000000,-0.001131,0.003029,-9.746949,0.020963,-0.009228,221.025009,-0.000176,0.004170,0.000000,0.000000,0.000000,0.000000
-0.100000,0.159225,0.000000,-0.000081,-0.001448,0.000000,-0.000954,0.001518,0.164226,0.016793,-0.005505,-3.129257,0.000008,-0.000082,0.000000,0.000000,0.000000,0.000000
0.610000,1.027727,0.000000,0.000064,0.008830,0.000000,-0.000962,-0.010129,1.079421,0.016875,0.042179,-17.907583,-0.000007,-0.000225,0.000000,0.000000,0.000000,0.000000
0.040000,-0.825076,0.000000,0.000240,0.000579,0.000000,-0.000955,-0.000410,-0.882674,0.017100,0.001910,13.085964,-0.000018,0.000253,0.000000,0.000000,0.000000,0.000000
-3.830000,-5.601835,0.000000,0.000392,-0.055439,0.000000,-0.000937,0.070803,-6.095568,0.016847,-0.361911,82.384666,0.000076,0.000581,0.000000,0.000000,0.000000,0.000000
-1.460000,3.430581,0.000000,0.000383,-0.021134,0.000000,-0.001013,0.028777,3.806876,0.016266,-0.158827,-47.650368,0.000150,-0.001333,0.000000,0.000000,0.000000,0.000000
-5.320000,-23.406116,0.000000,0.000021,-0.077007,0.000000,-0.000394,0.078914,-23.592724,0.017716,-0.140879,912.986877,-0.000234,0.016909,0.000000,0.000000,0.000000,0.000000
-2.380000,4.255658,0.000000,-0.000143,-0.034451,0.000000,-0.000161,0.035127,4.289488,0.000807,-0.062710,-165.993820,0.000177,-0.003344,0.000000,0.000000,0.000000,0.000000
1.430000,5.514985,0.000000,-0.000200,0.020699,0.000000,-0.000337,-0.021855,5.598680,0.004151,0.053134,-159.091888,0.000047,-0.002863,0.000000,0.000000,0.000000,0.000000
-4.530000,-8.627115,0.000000,-0.000080,-0.065572,0.000000,-0.000384,0.070390,-8.841470,0.007014,-0.214448,200.492035,0.000023,0.003222,0.000000,0.000000,0.000000,0.000000
1.670000,8.974516,0.000000,-0.000231,0.024173,0.000000,-0.000407,-0.027121,9.304912,0.003792,0.098328,-177.301559,0.000103,-0.003097,0.000000,0.000000,0.000000,0.000000
3.150000,2.142304,0.000000,-0.000109,0.045596,0.000000,-0.000510,-0.052812,2.251837,0.006889,0.219920,-37.357933,-0.000100,-0.000107,0.000000,0.000000,0.000000,0.000000
7.850000,6.803262,0.000000,0.000076,0.113629,0.000000,-0.000409,-0.137132,7.267428,0.006996,0.639019,-107.742264,-0.000233,-0.000311,0.000000,0.000000,0.000000,0.000000
6.360000,-2.156779,0.000000,0.000462,0.092061,0.000000,-0.000176,-0.116162,-2.347082,0.007307,0.593761,31.721998,-0.000358,0.002207,0.000000,0.000000,0.000000,0.000000
9.510000,4.559633,0.000000,0.000788,0.137657,0.000000,0.000182,-0.183054,5.060927,0.005100,1.010326,-63.347225,-0.000399,0.001529,0.000000,0.000000,0.000000,0.000000
6.080000,-4.964934,0.000000,0.001253,0.088008,0.000000,0.000581,-0.122842,-5.637123,0.003571,0.722865,66.180161,-0.000438,0.003206,0.000000,0.000000,0.000000,0.000000
-1.910000,-11.522120,0.000000,0.001104,-0.027647,0.000000,0.000750,0.029479,-11.614175,0.014204,-0.052626,449.443237,-0.000139,0.008362,0.000000,0.000000,0.000000,0.000000
-1.330000,0.839551,0.000000,0.001065,-0.019252,0.000000,0.000889,0.020802,0.846027,0.005842,-0.037136,-32.739399,0.000073,-0.000736,0.000000,0.000000,0.000000,0.000000
-5.780000,-6.441386,0.000000,0.001096,-0.083666,0.000000,0.000816,0.088638,-6.539619,0.006578,-0.215495,185.829620,0.000116,0.002937,0.000000,0.000000,0.000000,0.000000
-6.240000,-0.665851,0.000000,0.000926,-0.090324,0.000000,0.000701,0.098075,-0.682666,0.003641,-0.298791,15.480358,0.000252,-0.000521,0.000000,0.000000,0.000000,0.000000
3.420000,13.982875,0.000000,0.000741,0.049505,0.000000,0.000448,-0.054191,14.497511,0.004161,0.196475,-276.244598,0.000127,-0.004698,0.000000,0.000000,0.000000,0.000000
-3.840000,-10.508868,0.000000,0.000988,-0.055584,0.000000,0.000321,0.065368,-11.048873,0.008859,-0.272206,183.300629,-0.000033,0.002743,0.000000,0.000000,0.000000,0.000000
-2.060000,2.576555,0.000000,0.000925,-0.029819,0.000000,0.000354,0.037127,2.751771,0.006116,-0.173010,-40.796005,0.000153,-0.001246,0.000000,0.000000,0.000000,0.000000
-3.980000,-2.779205,0.000000,0.000946,-0.057611,0.000000,0.000201,0.074258,-3.024445,0.007362,-0.379572,40.876892,0.000143,-0.000250,0.000000,0.000000,0.000000,0.000000
-2.130000,2.677880,0.000000,0.000890,-0.030832,0.000000,0.000058,0.042427,2.971670,0.007612,-0.234164,-37.196152,0.000171,-0.001337,0.000000,0.000000,0.000000,0.000000
-5.130000,-13.331498,0.000000,-0.000203,-0.074257,0.000000,-0.000559,0.075861,-13.437911,0.015353,-0.135430,520.017883,-0.000050,0.009483,0.000000,0.000000,0.000000,0.000000
-9.370000,-6.137410,0.000000,-0.000366,-0.135631,0.000000,-0.000509,0.138497,-6.186355,0.005871,-0.247249,239.398422,0.000258,0.003847,0.000000,0.000000,0.000000,0.000000
-4.690000,6.774312,0.000000,-0.000728,-0.067888,0.000000,-0.000767,0.070232,6.877269,0.002024,-0.170747,-195.424255,0.000320,-0.004169,0.000000,0.000000,0.000000,0.000000
2.800000,10.841795,0.000000,-0.000874,0.040530,0.000000,-0.001087,-0.044502,11.110656,0.006193,0.135576,-251.948837,0.000089,-0.004396,0.000000,0.000000,0.000000,0.000000
-0.870000,-5.312335,0.000000,-0.000689,-0.012593,0.000000,-0.001176,0.013229,-5.508406,0.010590,-0.047962,104.960587,-0.000069,0.001866,0.000000,0.000000,0.000000,0.000000
1.330000,3.184506,0.000000,-0.000672,0.019252,0.000000,-0.001107,-0.023021,3.347564,0.008724,0.095867,-55.536030,0.000001,-0.000796,0.000000,0.000000,0.000000,0.000000
0.910000,-0.607951,0.000000,-0.000563,0.013172,0.000000,-0.001109,-0.016588,-0.649903,0.009520,0.077297,9.635045,-0.000057,0.000393,0.000000,0.000000,0.000000,0.000000
0.060000,-1.230377,0.000000,-0.000477,0.000869,0.000000,-0.001051,-0.001706,-1.338951,0.009127,0.008722,18.096600,-0.000030,0.000366,0.000000,0.000000,0.000000,0.000000
-2.600000,-3.850357,0.000000,-0.000430,-0.037635,0.000000,-0.001022,0.049759,-4.274855,0.008761,-0.274635,53.508018,0.000054,0.000270,0.000000,0.000000,0.000000,0.000000
-0.050000,3.691131,0.000000,-0.000498,-0.000724,0.000000,-0.001075,0.000319,4.189607,0.008491,-0.001877,-49.186230,0.000080,-0.000937,0.000000,0.000000,0.000000,0.000000
-1.110000,6.788787,0.000000,0.001289,-0.016067,0.000000,0.001208,0.017783,6.842654,0.002430,-0.031747,-264.795746,0.000178,-0.005098,0.000000,0.000000,0.000000,0.000000
-5.020000,-5.659735,0.000000,0.001254,-0.072665,0.000000,0.001030,0.075685,-5.705000,0.007529,-0.135115,220.771011,0.000096,0.003824,0.000000,0.000000,0.000000,0.000000
-8.230000,-4.646482,0.000000,0.001113,-0.119129,0.000000,0.000934,0.125742,-4.717335,0.003704,-0.305701,134.047638,0.000251,0.001704,0.000000,0.000000,0.000000,0.000000
-0.920000,10.581244,0.000000,0.000829,-0.013317,0.000000,0.000683,0.015204,10.843577,0.002000,-0.046320,-245.892502,0.000246,-0.004784,0.000000,0.000000,0.000000,0.000000
-1.080000,-0.231600,0.000000,0.000881,-0.015633,0.000000,0.000437,0.018353,-0.240673,0.006784,-0.066539,4.585935,0.000045,-0.000084,0.000000,0.000000,0.000000,0.000000
1.370000,3.546381,0.000000,0.000932,0.019831,0.000000,0.000392,-0.021837,3.727653,0.006869,0.090935,-61.841698,0.000011,-0.000925,0.000000,0.000000,0.000000,0.000000
-1.830000,-4.632008,0.000000,0.001095,-0.026489,0.000000,0.000381,0.033312,-4.949318,0.007794,-0.155230,73.375443,-0.000004,0.000971,0.000000,0.000000,0.000000,0.000000
-3.040000,-1.751478,0.000000,0.001128,-0.044004,0.000000,0.000385,0.057235,-1.906447,0.006822,-0.292554,25.766582,0.000119,-0.000305,0.000000,0.000000,0.000000,0.000000
-0.080000,4.284607,0.000000,0.001117,-0.001158,0.000000,0.000266,0.003043,4.755256,0.007128,-0.016796,-59.521160,0.000098,-0.001172,0.000000,0.000000,0.000000,0.000000
6.620000,9.698267,0.000000,0.001239,0.095825,0.000000,0.000168,-0.133930,11.007371,0.008300,0.788112,-129.227188,-0.000154,-0.000313,0.000000,0.000000,0.000000,0.000000
-1.280000,-11.435269,0.000000,0.001649,-0.018528,0.000000,0.000322,0.030351,-13.301713,0.008613,-0.188458,147.996246,-0.000169,0.002293,0.000000,0.000000,0.000000,0.000000
-1.590000,4.878084,0.000000,-0.000010,-0.023015,0.000000,-0.000442,0.023601,4.916401,0.018419,-0.042134,-190.253983,0.000157,-0.003721,0.000000,0.000000,0.000000,0.000000
-3.560000,-2.851580,0.000000,-0.000027,-0.051531,0.000000,-0.000599,0.052734,-2.874829,0.022140,-0.094143,111.249596,0.000088,0.001859,0.000000,0.000000,0.000000,0.000000
-3.450000,0.159225,0.000000,0.000028,-0.049939,0.000000,-0.000687,0.052252,0.160929,0.020281,-0.127035,-4.572949,0.000144,-0.000434,0.000000,0.000000,0.000000,0.000000
