0.475724,0.129959,-0.000000,ovf,-0.000000,ovf,0.000003,-0.000000,-0.000000,ovf,0.000000,ovf,-259390.359375,ovf,-0.000001,ovf,0.000000,-0.000000
-3.580000,1.317227,0.000000,-0.002251,-0.051821,0.000000,-0.003939,0.051837,1.335663,0.050755,-0.126025,-37.954151,0.000165,-0.001051,0.000000,0.000000,0.000000,0.000000
1.060000,6.716412,0.000000,-0.001955,0.015344,0.000000,-0.004104,-0.018593,6.881057,0.051807,0.056643,-156.037109,0.000080,-0.002799,0.000000,0.000000,0.000000,0.000000
8.170000,10.291743,0.000000,-0.001464,0.118261,0.000000,-0.004183,-0.133050,10.668248,0.054606,0.482388,-203.279419,-0.000158,-0.002539,0.000000,0.000000,0.000000,0.000000
-2.870000,-15.980428,0.000000,-0.000671,-0.041543,0.000000,-0.004025,0.047227,-16.803595,0.057145,-0.196664,278.771362,-0.000190,0.004751,0.000000,0.000000,0.000000,0.000000
7.690000,15.285628,0.000000,-0.000364,0.111313,0.000000,-0.003835,-0.134865,16.326248,0.052394,0.628458,-242.042572,-0.000055,-0.002892,0.000000,0.000000,0.000000,0.000000
-3.470000,-16.154129,0.000000,0.000394,-0.050228,0.000000,-0.003780,0.064197,-17.578062,0.055286,-0.328144,237.576340,-0.000159,0.003616,0.000000,0.000000,0.000000,0.000000
-4.750000,-1.852803,0.000000,0.000678,-0.068756,0.000000,-0.003621,0.092865,-2.061386,0.051670,-0.512547,25.802210,0.000212,-0.000905,0.000000,0.000000,0.000000,0.000000
-5.480000,-1.056677,0.000000,0.000913,-0.079323,0.000000,-0.003833,0.113612,-1.204610,0.052574,-0.668549,14.142187,0.000284,-0.001539,0.000000,0.000000,0.000000,0.000000
-4.960000,0.752701,0.000000,0.001123,-0.071796,0.000000,-0.004117,0.109690,0.869608,0.054113,-0.681088,-9.675345,0.000313,-0.002023,0.000000,0.000000,0.000000,0.000000
-4.150000,4.096432,0.000000,-0.002042,-0.060071,0.000000,-0.003103,0.059526,4.127889,0.046959,-0.106267,-159.740295,0.000239,-0.003308,0.000000,0.000000,0.000000,0.000000
-5.920000,-2.562080,0.000000,-0.002092,-0.085692,0.000000,-0.003342,0.085598,-2.583656,0.050267,-0.152812,99.981834,0.000182,0.001486,0.000000,0.000000,0.000000,0.000000
-4.330000,2.301529,0.000000,-0.001890,-0.062677,0.000000,-0.003524,0.063567,2.334963,0.048781,-0.154543,-66.350220,0.000216,-0.001677,0.000000,0.000000,0.000000,0.000000
1.320000,8.178390,0.000000,-0.001628,0.019107,0.000000,-0.003740,-0.022286,8.379322,0.050458,0.067896,-190.012238,0.000098,-0.003411,0.000000,0.000000,0.000000,0.000000
4.360000,4.400408,0.000000,-0.001123,0.063111,0.000000,-0.003838,-0.071384,4.559892,0.053869,0.258809,-86.887016,-0.000107,-0.000939,0.000000,0.000000,0.000000,0.000000
2.240000,-3.068706,0.000000,-0.000494,0.032424,0.000000,-0.003731,-0.038036,-3.229314,0.054808,0.158390,53.574268,-0.000164,0.001445,0.000000,0.000000,0.000000,0.000000
2.490000,0.361876,0.000000,0.000039,0.036043,0.000000,-0.003567,-0.043480,0.382978,0.053363,0.202611,-5.677783,-0.000110,0.000438,0.000000,0.000000,0.000000,0.000000
-1.360000,-5.572885,0.000000,0.000582,-0.019686,0.000000,-0.003457,0.025703,-6.066834,0.052926,-0.131380,81.996315,-0.000045,0.001196,0.000000,0.000000,0.000000,0.000000
-7.280000,-8.569216,0.000000,0.000964,-0.105378,0.000000,-0.003412,0.142226,-9.517672,0.051729,-0.784986,119.131927,0.000205,0.000130,0.000000,0.000000,0.000000,0.000000
2.080000,13.548625,0.000000,0.001102,0.030108,0.000000,-0.003617,-0.041071,15.374502,0.051599,0.241682,-180.497559,0.000180,-0.002764,0.000000,0.000000,0.000000,0.000000
-0.510000,2.967380,0.000000,-0.002464,-0.007382,0.000000,-0.003636,0.005156,2.989746,0.052027,-0.009205,-115.696640,0.000070,-0.002211,0.000000,0.000000,0.000000,0.000000
