-0.000000,0.000000,0.951464,0.129959,-0.000000,ovf,-0.000000,ovf,0.000003,-0.061451,-0.000000,-0.000000,0.000000,ovf,-251196.359375,ovf,-0.000000,ovf
-4.360000,-0.072375,0.000000,0.001053,-0.063111,0.000000,0.000333,0.077487,-0.078257,0.007983,-0.361081,1.160185,0.000208,-0.000957,0.000000,0.000000,0.000000,0.000000
-5.800000,-2.084404,0.000000,0.000998,-0.083955,0.000000,0.000125,0.107734,-2.268724,0.008939,-0.550681,30.662952,0.000248,-0.000907,0.000000,0.000000,0.000000,0.000000
-3.490000,3.343731,0.000000,0.000888,-0.050518,0.000000,-0.000123,0.068752,3.710676,0.009847,-0.379463,-46.446239,0.000256,-0.001904,0.000000,0.000000,0.000000,0.000000
-1.420000,2.996330,0.000000,0.000881,-0.020555,0.000000,-0.000378,0.030352,3.399649,0.011751,-0.178609,-39.912079,0.000146,-0.001235,0.000000,0.000000,0.000000,0.000000
13.390000,21.437515,0.000000,0.000967,0.193821,0.000000,-0.000524,-0.290105,24.930483,0.012986,1.801326,-277.379150,-0.000313,-0.000377,0.000000,0.000000,0.000000,0.000000
-8.330000,-6.687462,0.000000,0.000113,-0.120577,0.000000,-0.000414,0.123631,-6.741232,0.022361,-0.220709,260.870972,0.000207,0.004343,0.000000,0.000000,0.000000,0.000000
-2.650000,8.221814,0.000000,-0.000159,-0.038359,0.000000,-0.000621,0.039113,8.286743,0.018018,-0.069825,-320.678894,0.000262,-0.006269,0.000000,0.000000,0.000000,0.000000
-1.590000,1.534353,0.000000,-0.000030,-0.023015,0.000000,-0.000883,0.024037,1.556822,0.024287,-0.058438,-44.238594,0.000094,-0.000984,0.000000,0.000000,0.000000,0.000000
1.350000,4.255658,0.000000,0.000147,0.019541,0.000000,-0.000977,-0.020845,4.360113,0.025271,0.063504,-98.871361,0.000026,-0.001699,0.000000,0.000000,0.000000,0.000000
2.550000,1.737003,0.000000,0.000458,0.036911,0.000000,-0.001003,-0.040511,1.799467,0.026970,0.146875,-34.288162,-0.000076,-0.000249,0.000000,0.000000,0.000000,0.000000
-4.260000,-9.857492,0.000000,0.000824,-0.061664,0.000000,-0.000928,0.072203,-10.365136,0.027219,-0.300669,171.957428,-0.000001,0.002443,0.000000,0.000000,0.000000,0.000000
-7.430000,-4.588583,0.000000,0.000899,-0.107549,0.000000,-0.000927,0.130967,-4.903998,0.024775,-0.610290,72.703552,0.000261,-0.000279,0.000000,0.000000,0.000000,0.000000
-5.850000,2.287054,0.000000,0.000844,-0.084679,0.000000,-0.001188,0.108456,2.485786,0.025054,-0.554374,-33.596642,0.000340,-0.002135,0.000000,0.000000,0.000000,0.000000
-4.060000,2.591030,0.000000,0.000861,-0.058769,0.000000,-0.001528,0.079751,2.873708,0.027189,-0.440169,-35.969967,0.000270,-0.001868,0.000000,0.000000,0.000000,0.000000
-2.510000,2.243629,0.000000,0.000959,-0.036332,0.000000,-0.001798,0.052803,2.543693,0.029057,-0.310720,-29.863106,0.000190,-0.001402,0.000000,0.000000,0.000000,0.000000
4.690000,7.223039,0.000000,0.000000,0.067888,0.000000,0.000000,-0.068292,7.237374,0.000000,0.061678,-553.604675,-0.000048,-0.010313,0.000000,0.000000,0.000000,0.000000
-4.550000,-13.374924,0.000000,0.000184,-0.065861,0.000000,0.000048,0.066439,-13.401608,0.010313,-0.060004,1025.121948,-0.000074,0.019267,0.000000,0.000000,0.000000,0.000000
-2.870000,2.431805,0.000000,-0.000084,-0.041543,0.000000,0.000122,0.042227,2.447013,-0.008954,-0.066643,-107.116692,0.000161,-0.002244,0.000000,0.000000,0.000000,0.000000
