0.000000,-0.000018,0.000004,0.000000,3.089489,-0.000000,0.000000,-0.177578,ovf,0.000000,-0.000000,0.000000,-0.000000,-0.000000,ovf,-0.000000,ovf,-0.000000
-7.244369,0.000000,0.000000,0.043847,0.000000,0.000000,nan,nan,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.939240,-0.250000,0.000000,0.042546,0.037479,0.000000,-0.061875,0.000000,nan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.850194,0.100000,0.000000,0.041257,0.037479,0.000000,-0.053575,0.000000,139.683243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.774719,-0.140000,0.000000,0.040164,0.037479,0.000000,-0.045275,0.000000,133.458252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.712454,1.100000,0.000000,0.039263,0.037479,0.000000,-0.036975,0.000000,127.233253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.663103,-1.230000,0.000000,0.038548,0.037479,0.000000,-0.028675,0.000000,121.008255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.626432,-1.190000,0.000000,0.038018,0.037479,0.000000,-0.020375,0.000000,114.783249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.602266,-1.860000,0.000000,0.037668,0.037479,0.000000,-0.012075,0.000000,108.558250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.590488,-2.550000,0.000000,0.037497,0.037479,0.000000,-0.003775,0.000000,102.333244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.591046,0.770000,0.000000,0.037505,0.037479,0.000000,0.004525,0.000000,96.254028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.603938,-1.730000,0.000000,0.037692,0.037479,0.000000,0.012825,0.000000,90.812714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.629229,-0.580000,0.000000,0.038058,0.037479,0.000000,0.021125,0.000000,85.953659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.667038,1.360000,0.000000,0.038605,0.037479,0.000000,0.029425,0.000000,81.588196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.717545,-0.080000,0.000000,0.039337,0.037479,0.000000,0.037725,0.000000,77.644722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.780991,-0.060000,0.000000,0.040255,0.037479,0.000000,0.046025,0.000000,74.064880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.678494,5.690000,0.000000,-0.046336,0.082363,0.000000,-0.028750,-0.186199,44.489540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.804692,7.210000,0.000000,-0.040598,-0.037479,0.000000,-0.048750,0.000000,148.934418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.767132,-2.160000,0.000000,-0.040054,-0.037479,0.000000,-0.044350,0.000000,132.998489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.667704,-4.000000,0.000000,-0.038615,-0.057900,0.000000,-0.029550,-0.125595,55.414799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.613160,13.090000,0.000000,-0.037826,-0.037479,0.000000,-0.016350,0.000000,119.006180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.599750,1.670000,0.000000,-0.037631,-0.037479,0.000000,-0.010850,0.000000,107.807495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.589313,-7.970000,0.000000,-0.037480,-0.115366,0.000000,0.001050,-0.245281,33.313461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.601572,-2.530000,0.000000,-0.037658,-0.037479,0.000000,0.011750,0.000000,95.000740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.609499,1.380000,0.000000,-0.037773,-0.037479,0.000000,0.015050,0.000000,89.697762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
