-0.000000,0.000000,0.000000,0.000508,0.000000,ovf,-0.000000,ovf,0.000003,-0.061419,-0.000000,-0.000000,0.000000,ovf,-16600855.000000,ovf,-0.000001,ovf
3.840000,1.751478,0.000000,0.001955,0.055584,0.000000,0.000998,-0.080672,2.035076,0.003364,0.500912,-22.642473,-0.000180,0.000927,0.000000,0.000000,0.000000,0.000000
2.560000,-1.852803,0.000000,0.002254,0.037056,0.000000,0.001177,-0.055787,-2.214493,0.002437,0.362393,23.550772,-0.000193,0.001424,0.000000,0.000000,0.000000,0.000000
-11.050000,-9.336392,0.000000,0.000048,-0.159949,0.000000,-0.000423,0.163871,-9.411167,0.020074,-0.292548,364.191620,0.000265,0.006102,0.000000,0.000000,0.000000,0.000000
3.830000,21.538837,0.000000,-0.000336,0.055439,0.000000,-0.000689,-0.057108,21.709787,0.013972,0.101950,-840.121399,0.000256,-0.015643,0.000000,0.000000,0.000000,0.000000
7.450000,5.239959,0.000000,0.000102,0.107839,0.000000,-0.000945,-0.112665,5.318551,0.029615,0.273908,-151.131760,-0.000205,-0.002092,0.000000,0.000000,0.000000,0.000000
-1.230000,-12.564322,0.000000,0.000707,-0.017804,0.000000,-0.000740,0.019896,-12.877568,0.031707,-0.060614,292.015961,-0.000190,0.005369,0.000000,0.000000,0.000000,0.000000
1.620000,4.125382,0.000000,0.000924,0.023450,0.000000,-0.000551,-0.025033,4.275749,0.026338,0.090758,-81.472771,0.000014,-0.001307,0.000000,0.000000,0.000000,0.000000
-0.260000,-2.721305,0.000000,0.001273,-0.003764,0.000000,-0.000564,0.005820,-2.862964,0.027645,-0.024236,47.496525,-0.000038,0.000836,0.000000,0.000000,0.000000,0.000000
-8.140000,-11.406321,0.000000,0.001549,-0.117827,0.000000,-0.000526,0.144163,-12.187775,0.026809,-0.671783,180.688202,0.000159,0.001603,0.000000,0.000000,0.000000,0.000000
-8.510000,-0.535576,0.000000,0.001496,-0.123182,0.000000,-0.000685,0.158112,-0.585226,0.025206,-0.808191,7.909620,0.000416,-0.002039,0.000000,0.000000,0.000000,0.000000
-4.910000,5.211010,0.000000,0.001438,-0.071072,0.000000,-0.001101,0.096978,5.781890,0.027245,-0.535251,-72.371452,0.000371,-0.002814,0.000000,0.000000,0.000000,0.000000
-2.930000,2.866055,0.000000,0.001541,-0.042412,0.000000,-0.001472,0.062235,3.249739,0.030060,-0.366222,-38.152130,0.000229,-0.001708,0.000000,0.000000,0.000000,0.000000
3.800000,9.741693,0.000000,0.001735,0.055005,0.000000,-0.001702,-0.080132,11.325563,0.031768,0.497559,-126.009399,-0.000003,-0.001037,0.000000,0.000000,0.000000,0.000000
4.140000,0.492151,0.000000,0.002221,0.059927,0.000000,-0.001699,-0.092501,0.582318,0.032805,0.600889,-6.192853,-0.000239,0.001510,0.000000,0.000000,0.000000,0.000000
-9.070000,-3.170029,0.000000,-0.001861,-0.131288,0.000000,-0.002753,0.132612,-3.196179,0.039574,-0.236742,123.685150,0.000299,0.001699,0.000000,0.000000,0.000000,0.000000
-3.810000,7.613863,0.000000,-0.002122,-0.055150,0.000000,-0.003052,0.054295,7.673537,0.037875,-0.096928,-296.949127,0.000292,-0.005888,0.000000,0.000000,0.000000,0.000000
-3.240000,0.825077,0.000000,-0.001886,-0.046899,0.000000,-0.003343,0.047072,0.836246,0.043763,-0.114441,-23.762730,0.000143,-0.000749,0.000000,0.000000,0.000000,0.000000
0.190000,4.964934,0.000000,-0.001637,0.002750,0.000000,-0.003486,-0.004715,5.086398,0.044512,0.014365,-115.340813,0.000083,-0.002144,0.000000,0.000000,0.000000,0.000000
3.260000,4.443833,0.000000,-0.001245,0.047189,0.000000,-0.003569,-0.053825,4.605321,0.046656,0.195147,-87.752647,-0.000059,-0.001130,0.000000,0.000000,0.000000,0.000000
4.860000,2.316005,0.000000,-0.000728,0.070349,0.000000,-0.003511,-0.082128,2.432164,0.047785,0.341999,-40.349560,-0.000176,0.000163,0.000000,0.000000,0.000000,0.000000
1.230000,-5.254435,0.000000,-0.000148,0.017804,0.000000,-0.003335,-0.021680,-5.616471,0.047622,0.101025,83.266235,-0.000165,0.001850,0.000000,0.000000,0.000000,0.000000
-4.350000,-8.077065,0.000000,0.000275,-0.062966,0.000000,-0.003170,0.080200,-8.790409,0.045773,-0.409941,118.806793,0.000051,0.001137,0.000000,0.000000,0.000000,0.000000
-2.570000,2.576555,0.000000,0.000462,-0.037201,0.000000,-0.003221,0.050371,2.856480,0.044635,-0.278013,-35.754333,0.000190,-0.001431,0.000000,0.000000,0.000000,0.000000
