-0.000000,0.000000,0.000000,0.000508,0.000000,ovf,-0.000000,ovf,0.000003,-0.061419,-0.000000,-0.000000,0.000000,ovf,-16600855.000000,ovf,-0.000001,ovf
-3.770000,-0.376351,0.000000,-0.001198,-0.054571,0.000000,-0.002161,0.054748,-0.380378,0.042022,-0.097738,14.719790,0.000141,0.000015,0.000000,0.000000,0.000000,0.000000
-3.090000,0.984302,0.000000,-0.001245,-0.044728,0.000000,-0.002302,0.044522,0.991103,0.042007,-0.079482,-38.353527,0.000139,-0.000941,0.000000,0.000000,0.000000,0.000000
0.660000,5.428134,0.000000,-0.000972,0.009554,0.000000,-0.002440,-0.011006,5.509213,0.042948,0.026759,-156.549606,0.000074,-0.002890,0.000000,0.000000,0.000000,0.000000
-4.550000,-7.541488,0.000000,-0.000530,-0.065861,0.000000,-0.002515,0.070218,-7.730553,0.045839,-0.213923,175.300552,0.000043,0.002746,0.000000,0.000000,0.000000,0.000000
8.130000,18.354332,0.000000,-0.000330,0.117682,0.000000,-0.002558,-0.131146,19.028160,0.043093,0.475484,-362.574341,0.000005,-0.005584,0.000000,0.000000,0.000000,0.000000
0.820000,-10.581244,0.000000,0.000428,0.011870,0.000000,-0.002564,-0.013220,-11.127201,0.048677,0.055053,184.600067,-0.000246,0.003655,0.000000,0.000000,0.000000,0.000000
-6.410000,-10.465444,0.000000,0.000869,-0.092785,0.000000,-0.002317,0.113101,-11.183606,0.045022,-0.527036,165.801041,0.000095,0.001707,0.000000,0.000000,0.000000,0.000000
1.200000,11.015494,0.000000,0.001006,0.017370,0.000000,-0.002412,-0.020753,11.979869,0.043315,0.106077,-161.913940,0.000171,-0.002782,0.000000,0.000000,0.000000,0.000000
-1.110000,-3.343731,0.000000,0.001472,-0.016067,0.000000,-0.002582,0.023457,-3.716537,0.046097,-0.129468,46.519596,-0.000007,0.000536,0.000000,0.000000,0.000000,0.000000
16.350000,6.890112,0.000000,-0.002942,0.236667,0.000000,-0.004097,-0.245218,6.943708,0.051647,0.437771,-268.706360,-0.000532,-0.003905,0.000000,0.000000,0.000000,0.000000
-10.830000,-39.343121,0.000000,-0.002180,-0.156765,0.000000,-0.003565,0.158278,-39.657345,0.055552,-0.282563,1534.652588,-0.000322,0.028302,0.000000,0.000000,0.000000,0.000000
-0.750000,14.590825,0.000000,-0.002389,-0.010856,0.000000,-0.003243,0.008855,14.811849,0.027250,-0.021527,-420.893005,0.000305,-0.008080,0.000000,0.000000,0.000000,0.000000
-2.900000,-3.112130,0.000000,-0.002139,-0.041978,0.000000,-0.003548,0.042818,-3.190598,0.035330,-0.130448,72.351036,0.000055,0.001032,0.000000,0.000000,0.000000,0.000000
-0.180000,3.937207,0.000000,-0.002004,-0.002606,0.000000,-0.003603,0.000669,4.080844,0.034298,-0.002424,-77.758934,0.000079,-0.001481,0.000000,0.000000,0.000000,0.000000
2.910000,4.472783,0.000000,-0.001763,0.042122,0.000000,-0.003682,-0.050708,4.700625,0.035779,0.211160,-77.983284,-0.000048,-0.000903,0.000000,0.000000,0.000000,0.000000
4.230000,1.910703,0.000000,-0.001400,0.061229,0.000000,-0.003634,-0.075634,2.039263,0.036682,0.352447,-30.232805,-0.000166,0.000383,0.000000,0.000000,0.000000,0.000000
3.730000,-3.285831,0.000000,0.000291,0.053992,0.000000,-0.000239,-0.054927,-3.312557,0.022362,0.098057,128.188736,-0.000211,0.002692,0.000000,0.000000,0.000000,0.000000
0.150000,-5.182059,0.000000,0.000492,0.002171,0.000000,-0.000028,-0.001720,-5.223803,0.019670,0.003070,202.149765,-0.000103,0.003831,0.000000,0.000000,0.000000,0.000000
-5.120000,-7.628338,0.000000,0.000661,-0.074112,0.000000,0.000075,0.078193,-7.744899,0.015839,-0.190102,220.078812,0.000065,0.003646,0.000000,0.000000,0.000000,0.000000
-0.340000,6.919062,0.000000,0.000589,-0.004922,0.000000,0.000010,0.005922,7.090116,0.012193,-0.018042,-160.777771,0.000150,-0.003100,0.000000,0.000000,0.000000,0.000000
-15.170000,-21.466463,0.000000,0.000736,-0.219586,0.000000,-0.000140,0.244844,-22.258066,0.015293,-0.887707,424.118958,0.000241,0.005635,0.000000,0.000000,0.000000,0.000000
0.030000,22.002039,0.000000,0.000233,0.000434,0.000000,-0.000381,-0.000233,23.130259,0.009658,0.000970,-383.730621,0.000437,-0.007274,0.000000,0.000000,0.000000,0.000000
-8.670000,-12.593272,0.000000,0.000392,-0.125498,0.000000,-0.000818,0.152030,-13.454689,0.016932,-0.708445,199.470673,0.000156,0.001874,0.000000,0.000000,0.000000,0.000000
-6.010000,3.850357,0.000000,0.000178,-0.086995,0.000000,-0.000973,0.110550,4.187533,0.015057,-0.565074,-56.596622,0.000378,-0.002604,0.000000,0.000000,0.000000,0.000000
-0.680000,7.715189,0.000000,0.000080,-0.009843,0.000000,-0.001351,0.013271,8.563428,0.017661,-0.073246,-107.187759,0.000197,-0.002223,0.000000,0.000000,0.000000,0.000000
-4.250000,-17.659531,0.000000,-0.000151,-0.061519,0.000000,-0.000545,0.062876,-17.800407,0.016904,-0.112248,688.836914,-0.000167,0.012744,0.000000,0.000000,0.000000,0.000000
-10.510000,-9.061366,0.000000,-0.000276,-0.152133,0.000000,-0.000377,0.155485,-9.133525,0.004160,-0.277577,353.447449,0.000248,0.005918,0.000000,0.000000,0.000000,0.000000
-14.290000,-5.471560,0.000000,-0.000719,-0.206848,0.000000,-0.000625,0.215557,-5.554596,-0.001758,-0.524059,157.839233,0.000477,0.001560,0.000000,0.000000,0.000000,0.000000
-2.040000,17.731907,0.000000,-0.001342,-0.029529,0.000000,-0.001103,0.030295,18.172213,-0.003318,-0.092295,-412.079041,0.000425,-0.008055,0.000000,0.000000,0.000000,0.000000
-5.390000,-4.849134,0.000000,-0.001422,-0.078020,0.000000,-0.001528,0.085124,-5.027683,0.004737,-0.308627,95.800598,0.000134,0.000994,0.000000,0.000000,0.000000,0.000000
-1.840000,5.138634,0.000000,-0.001660,-0.026634,0.000000,-0.001662,0.028857,5.402540,0.003743,-0.120168,-89.628052,0.000180,-0.002024,0.000000,0.000000,0.000000,0.000000
9.540000,16.472580,0.000000,-0.001755,0.138092,0.000000,-0.001842,-0.168885,17.597942,0.005767,0.786984,-260.895905,-0.000124,-0.002808,0.000000,0.000000,0.000000,0.000000
1.490000,-11.652395,0.000000,-0.001374,0.021568,0.000000,-0.001718,-0.029094,-12.676404,0.008575,0.148716,171.327957,-0.000318,0.003652,0.000000,0.000000,0.000000,0.000000
7.260000,8.352091,0.000000,-0.001346,0.105089,0.000000,-0.001400,-0.142350,9.272332,0.004923,0.785669,-116.061058,-0.000209,-0.000079,0.000000,0.000000,0.000000,0.000000
3.580000,-5.326809,0.000000,-0.001083,0.051821,0.000000,-0.001191,-0.074909,-6.046369,0.005002,0.440804,70.984734,-0.000317,0.002537,0.000000,0.000000,0.000000,0.000000
-3.370000,-24.043016,0.000000,0.002759,-0.048781,0.000000,0.002869,0.052766,-24.234179,-0.006951,-0.094200,937.809753,-0.000316,0.017498,0.000000,0.000000,0.000000,0.000000
1.060000,6.412436,0.000000,0.002614,0.015344,0.000000,0.003185,-0.013034,6.463942,-0.024449,0.023268,-250.140427,0.000088,-0.004706,0.000000,0.000000,0.000000,0.000000
5.780000,6.832212,0.000000,0.002512,0.083666,0.000000,0.003097,-0.084865,6.936527,-0.019743,0.206323,-197.108093,-0.000098,-0.003165,0.000000,0.000000,0.000000,0.000000
-7.060000,-18.585932,0.000000,0.002649,-0.102194,0.000000,0.003195,0.112685,-19.046738,-0.016577,-0.343299,431.910034,-0.000056,0.007255,0.000000,0.000000,0.000000,0.000000
-4.550000,3.633231,0.000000,0.002223,-0.065861,0.000000,0.003251,0.075662,3.767829,-0.023833,-0.274320,-71.794556,0.000276,-0.002115,0.000000,0.000000,0.000000,0.000000
-2.060000,3.604282,0.000000,0.001925,-0.029819,0.000000,0.002975,0.036679,3.789959,-0.021718,-0.152738,-62.875359,0.000170,-0.001600,0.000000,0.000000,0.000000,0.000000
-3.590000,-2.214679,0.000000,0.001748,-0.051965,0.000000,0.002804,0.064866,-2.365249,-0.020118,-0.302270,35.065678,0.000130,-0.000151,0.000000,0.000000,0.000000,0.000000
-5.890000,-3.329256,0.000000,0.001518,-0.085258,0.000000,0.002674,0.110045,-3.621087,-0.019967,-0.562494,48.940811,0.000229,-0.000595,0.000000,0.000000,0.000000,0.000000
-5.670000,0.318451,0.000000,0.001200,-0.082073,0.000000,0.002445,0.111373,0.354362,-0.019373,-0.614701,-4.435527,0.000308,-0.001746,0.000000,0.000000,0.000000,0.000000
1.860000,10.899694,0.000000,0.000901,0.026924,0.000000,0.002138,-0.036847,12.373615,-0.017627,0.216828,-145.266998,0.000134,-0.002161,0.000000,0.000000,0.000000,0.000000
7.130000,7.628339,0.000000,0.000923,0.103207,0.000000,0.002004,-0.153863,8.872598,-0.015466,0.955372,-98.717453,-0.000248,0.000719,0.000000,0.000000,0.000000,0.000000
-5.490000,4.270133,0.000000,0.001523,-0.079468,0.000000,0.001508,0.082932,4.304036,-0.000611,-0.148052,-166.556778,0.000306,-0.003556,0.000000,0.000000,0.000000,0.000000
-4.100000,2.012028,0.000000,0.001309,-0.059348,0.000000,0.001202,0.062106,2.027892,0.002945,-0.110873,-78.474991,0.000206,-0.001779,0.000000,0.000000,0.000000,0.000000
0.710000,6.962487,0.000000,0.001216,0.010277,0.000000,0.000996,-0.009476,7.068036,0.004724,0.023038,-200.845078,0.000108,-0.003737,0.000000,0.000000,0.000000,0.000000
3.330000,3.792457,0.000000,0.001356,0.048202,0.000000,0.000888,-0.050350,3.885986,0.008461,0.153394,-88.119888,-0.000063,-0.001247,0.000000,0.000000,0.000000,0.000000
2.800000,-0.767176,0.000000,0.001623,0.040530,0.000000,0.000951,-0.043237,-0.796285,0.009708,0.156760,15.172915,-0.000132,0.000714,0.000000,0.000000,0.000000,0.000000
-0.490000,-4.762283,0.000000,0.001878,-0.007093,0.000000,0.001083,0.010366,-5.007711,0.008995,-0.043165,83.077850,-0.000067,0.001455,0.000000,0.000000,0.000000,0.000000
1.080000,2.272579,0.000000,0.002003,0.015633,0.000000,0.001150,-0.016461,2.426529,0.007540,0.076705,-35.974174,0.000002,-0.000476,0.000000,0.000000,0.000000,0.000000
-6.050000,-10.320693,0.000000,0.002208,-0.087574,0.000000,0.001148,0.113858,-11.229346,0.008016,-0.581984,151.770248,0.000095,0.001300,0.000000,0.000000,0.000000,0.000000
2.230000,11.985322,0.000000,0.002126,0.032279,0.000000,0.001053,-0.040329,13.303512,0.006716,0.222585,-166.519012,0.000143,-0.002553,0.000000,0.000000,0.000000,0.000000
2.580000,0.506626,0.000000,0.002407,0.037346,0.000000,0.000910,-0.049472,0.572597,0.009269,0.291119,-6.722325,-0.000123,0.000665,0.000000,0.000000,0.000000,0.000000
-3.540000,-14.084199,0.000000,-0.000723,-0.051242,0.000000,-0.001410,0.051798,-14.196952,0.029911,-0.092471,549.390991,-0.000128,0.010151,0.000000,0.000000,0.000000,0.000000
-2.550000,1.433028,0.000000,-0.000790,-0.036911,0.000000,-0.001282,0.036985,1.443951,0.019759,-0.066027,-55.877750,0.000128,-0.001255,0.000000,0.000000,0.000000,0.000000
-6.490000,-5.703160,0.000000,-0.000700,-0.093943,0.000000,-0.001409,0.097507,-5.790520,0.021015,-0.237058,164.543228,0.000154,0.002477,0.000000,0.000000,0.000000,0.000000
-4.620000,2.706830,0.000000,-0.000801,-0.066875,0.000000,-0.001563,0.071016,2.773290,0.018538,-0.216352,-62.888023,0.000244,-0.001781,0.000000,0.000000,0.000000,0.000000
-0.190000,6.412436,0.000000,-0.000824,-0.002750,0.000000,-0.001808,0.002141,6.647724,0.020319,-0.007762,-126.669853,0.000131,-0.002416,0.000000,0.000000,0.000000,0.000000
-3.290000,-4.487258,0.000000,-0.000657,-0.047623,0.000000,-0.001939,0.054268,-4.718668,0.022735,-0.225986,78.282631,0.000057,0.000875,0.000000,0.000000,0.000000,0.000000
-8.640000,-7.744140,0.000000,-0.000630,-0.125064,0.000000,-0.001996,0.150272,-8.274304,0.021859,-0.700253,122.669563,0.000250,0.000427,0.000000,0.000000,0.000000,0.000000
-3.750000,7.078288,0.000000,-0.000837,-0.054281,0.000000,-0.002246,0.067776,7.699156,0.021432,-0.346437,-104.057968,0.000329,-0.002908,0.000000,0.000000,0.000000,0.000000
-8.220000,-6.470337,0.000000,-0.000842,-0.118985,0.000000,-0.002574,0.158008,-7.184383,0.024341,-0.872093,89.926346,0.000291,-0.000651,0.000000,0.000000,0.000000,0.000000
4.140000,-1.606728,0.000000,0.000079,0.059927,0.000000,-0.000135,-0.061254,-1.619745,0.009063,0.109353,62.680599,-0.000197,0.001484,0.000000,0.000000,0.000000,0.000000
-5.070000,-13.331498,0.000000,0.000264,-0.073388,0.000000,0.000062,0.075413,-13.437731,0.007580,-0.134629,520.010803,-0.000050,0.009479,0.000000,0.000000,0.000000,0.000000
-5.480000,-0.593476,0.000000,0.000047,-0.079323,0.000000,0.000112,0.083001,-0.602433,-0.001900,-0.201790,17.118723,0.000213,-0.000239,0.000000,0.000000,0.000000,0.000000
-1.210000,6.180836,0.000000,-0.000187,-0.017515,0.000000,-0.000101,0.018624,6.334296,-0.001661,-0.056738,-143.638550,0.000170,-0.002873,0.000000,0.000000,0.000000,0.000000
0.230000,2.084404,0.000000,-0.000230,0.003329,0.000000,-0.000271,-0.003956,2.161161,0.001212,0.014342,-41.180099,0.000030,-0.000736,0.000000,0.000000,0.000000,0.000000
3.600000,4.878084,0.000000,-0.000212,0.052110,0.000000,-0.000301,-0.060457,5.128311,0.001948,0.251757,-85.078590,-0.000066,-0.000929,0.000000,0.000000,0.000000,0.000000
1.270000,-3.372681,0.000000,-0.000049,0.018383,0.000000,-0.000234,-0.022259,-3.603213,0.002876,0.103726,53.418934,-0.000128,0.001294,0.000000,0.000000,0.000000,0.000000
1.240000,-0.043425,0.000000,0.000014,0.017949,0.000000,-0.000106,-0.022744,-0.047365,0.001583,0.116258,0.640163,-0.000062,0.000324,0.000000,0.000000,0.000000,0.000000
-9.520000,-15.575128,0.000000,0.000076,-0.137802,0.000000,-0.000044,0.184403,-17.290609,0.001258,-1.017774,216.425186,0.000172,0.001344,0.000000,0.000000,0.000000,0.000000
5.720000,22.059938,0.000000,-0.000315,0.082797,0.000000,-0.000215,-0.117684,25.041500,-0.000086,0.692513,-293.988739,0.000156,-0.003696,0.000000,0.000000,0.000000,0.000000
1.900000,-5.529459,0.000000,-0.000070,0.027503,0.000000,-0.000371,-0.041476,-6.431190,0.003610,0.257537,71.554085,-0.000234,0.002058,0.000000,0.000000,0.000000,0.000000
3.160000,-0.825076,0.000000,0.001330,0.045741,0.000000,0.001279,-0.045463,-0.831730,0.001110,0.081163,32.186134,-0.000138,0.000825,0.000000,0.000000,0.000000,0.000000
-7.210000,-15.010602,0.000000,0.001458,-0.104365,0.000000,0.001417,0.108352,-15.130055,0.000284,-0.193434,585.500122,0.000007,0.010562,0.000000,0.000000,0.000000,0.000000
-5.240000,2.851580,0.000000,0.001096,-0.075849,0.000000,0.001410,0.080465,2.895185,-0.010277,-0.195625,-82.269493,0.000272,-0.002106,0.000000,0.000000,0.000000,0.000000
-8.030000,-4.038532,0.000000,0.000836,-0.116234,0.000000,0.001138,0.125827,-4.138497,-0.008171,-0.383338,93.845901,0.000261,0.000744,0.000000,0.000000,0.000000,0.000000
-9.770000,-2.518656,0.000000,0.000454,-0.141421,0.000000,0.000876,0.157665,-2.611050,-0.008915,-0.571632,49.752556,0.000377,-0.000606,0.000000,0.000000,0.000000,0.000000
-0.930000,12.795924,0.000000,-0.000001,-0.013462,0.000000,0.000500,0.015553,13.452953,-0.008309,-0.064767,-223.184265,0.000296,-0.004400,0.000000,0.000000,0.000000,0.000000
2.980000,5.659735,0.000000,-0.000073,0.043136,0.000000,0.000204,-0.052180,6.046589,-0.003909,0.243153,-89.642876,-0.000027,-0.001032,0.000000,0.000000,0.000000,0.000000
-5.170000,-11.797146,0.000000,0.000023,-0.074836,0.000000,0.000231,0.094932,-12.833697,-0.002878,-0.485247,173.453873,0.000014,0.001974,0.000000,0.000000,0.000000,0.000000
4.020000,13.302548,0.000000,-0.000228,0.058190,0.000000,0.000217,-0.078130,14.768120,-0.004851,0.431223,-184.851410,0.000068,-0.002337,0.000000,0.000000,0.000000,0.000000
5.830000,2.619980,0.000000,-0.000093,0.084389,0.000000,0.000149,-0.119623,2.974342,-0.002514,0.703925,-34.918949,-0.000267,0.001247,0.000000,0.000000,0.000000,0.000000
-4.510000,-17.702957,0.000000,0.001953,-0.065282,0.000000,0.001953,0.068847,-17.843798,-0.001565,-0.122908,690.516052,-0.000151,0.012740,0.000000,0.000000,0.000000,0.000000
-5.340000,-1.201427,0.000000,0.001775,-0.077297,0.000000,0.002104,0.080962,-1.210696,-0.014305,-0.144535,46.851292,0.000196,0.000473,0.000000,0.000000,0.000000,0.000000
1.660000,10.132518,0.000000,0.001451,0.024029,0.000000,0.001907,-0.023610,10.286915,-0.014778,0.057401,-292.312622,0.000131,-0.005381,0.000000,0.000000,0.000000,0.000000
-3.570000,-7.570438,0.000000,0.001464,-0.051676,0.000000,0.001777,0.057115,-7.758073,-0.009397,-0.174004,175.924622,0.000007,0.002870,0.000000,0.000000,0.000000,0.000000
7.240000,15.647503,0.000000,0.001251,0.104799,0.000000,0.001769,-0.115073,16.224205,-0.012267,0.417210,-309.146057,-0.000004,-0.004730,0.000000,0.000000,0.000000,0.000000
-0.510000,-11.218144,0.000000,0.001524,-0.007382,0.000000,0.001774,0.010291,-11.793708,-0.007537,-0.042856,195.657410,-0.000195,0.003598,0.000000,0.000000,0.000000,0.000000
-11.150000,-15.401428,0.000000,0.001471,-0.161397,0.000000,0.001969,0.196686,-16.453163,-0.011134,-0.916533,243.924088,0.000221,0.002133,0.000000,0.000000,0.000000,0.000000
1.670000,18.556982,0.000000,0.000972,0.024173,0.000000,0.001748,-0.029423,20.188318,-0.013267,0.150395,-272.855255,0.000302,-0.004764,0.000000,0.000000,0.000000,0.000000
2.520000,1.230377,0.000000,0.001025,0.036477,0.000000,0.001446,-0.047415,1.365957,-0.008504,0.261696,-17.097576,-0.000103,0.000393,0.000000,0.000000,0.000000,0.000000
-6.950000,-13.707849,0.000000,0.001120,-0.100601,0.000000,0.001549,0.144034,-15.560458,-0.008897,-0.847567,182.680710,0.000095,0.001166,0.000000,0.000000,0.000000,0.000000
-0.120000,9.886442,0.000000,0.000826,-0.001737,0.000000,0.001454,0.003856,11.498433,-0.010062,-0.023941,-127.932777,0.000228,-0.002489,0.000000,0.000000,0.000000,0.000000
-3.360000,-7.179613,0.000000,0.001020,-0.048636,0.000000,0.000954,0.050852,-7.236812,0.001995,-0.090783,280.048798,0.000000,0.005062,0.000000,0.000000,0.000000,0.000000
-2.870000,0.709276,0.000000,0.000896,-0.041543,0.000000,0.000954,0.043453,0.714954,-0.003067,-0.077574,-27.667164,0.000131,-0.000743,0.000000,0.000000,0.000000,0.000000
-7.020000,-6.007136,0.000000,0.000775,-0.101615,0.000000,0.000823,0.107072,-6.098427,-0.002323,-0.260313,173.292694,0.000174,0.002579,0.000000,0.000000,0.000000,0.000000
0.600000,11.029969,0.000000,0.000465,0.008685,0.000000,0.000649,-0.008835,11.303795,-0.004902,0.026916,-256.328552,0.000190,-0.004786,0.000000,0.000000,0.000000,0.000000
0.280000,-0.463201,0.000000,0.000503,0.004053,0.000000,0.000459,-0.003945,-0.480362,-0.000116,0.014302,9.153109,-0.000020,0.000221,0.000000,0.000000,0.000000,0.000000
1.080000,1.158002,0.000000,0.000530,0.015633,0.000000,0.000479,-0.017451,1.217283,-0.000337,0.072670,-20.194704,-0.000024,-0.000186,0.000000,0.000000,0.000000,0.000000
-0.930000,-2.909480,0.000000,0.000596,-0.013462,0.000000,0.000503,0.016976,-3.108415,-0.000151,-0.079107,46.083382,-0.000013,0.000659,0.000000,0.000000,0.000000,0.000000
-7.570000,-9.611417,0.000000,0.000579,-0.109576,0.000000,0.000516,0.139693,-10.456303,-0.000810,-0.714042,141.322174,0.000180,0.000743,0.000000,0.000000,0.000000,0.000000
-2.670000,7.092763,0.000000,0.000284,-0.038648,0.000000,0.000336,0.052069,7.873867,-0.001553,-0.287385,-98.556580,0.000290,-0.002645,0.000000,0.000000,0.000000,0.000000
4.890000,10.943119,0.000000,0.000198,0.070783,0.000000,0.000047,-0.099946,12.421814,0.001092,0.588132,-145.832825,-0.000036,-0.001166,0.000000,0.000000,0.000000,0.000000
12.140000,25.562895,0.000000,0.001008,0.175727,0.000000,0.000863,-0.178877,25.766006,0.005343,0.319336,-997.088135,0.000004,-0.018014,0.000000,0.000000,0.000000,0.000000
-4.970000,-24.766769,0.000000,0.001497,-0.071941,0.000000,0.000859,0.075193,-24.964413,0.023357,-0.134237,966.068237,-0.000269,0.017963,0.000000,0.000000,0.000000,0.000000
-13.130000,-11.811622,0.000000,0.001378,-0.190057,0.000000,0.001128,0.200191,-11.991463,0.005395,-0.486701,340.748993,0.000315,0.005102,0.000000,0.000000,0.000000,0.000000
-3.200000,14.373701,0.000000,0.000888,-0.046320,0.000000,0.000813,0.050739,14.730201,0.000292,-0.154580,-334.026825,0.000416,-0.006752,0.000000,0.000000,0.000000,0.000000
-3.870000,-0.969826,0.000000,0.000853,-0.056018,0.000000,0.000398,0.063201,-1.006097,0.007045,-0.229142,19.170786,0.000151,-0.000244,0.000000,0.000000,0.000000,0.000000
8.980000,18.600409,0.000000,0.000793,0.129986,0.000000,0.000247,-0.149280,19.554081,0.007289,0.621635,-324.401886,-0.000034,-0.004461,0.000000,0.000000,0.000000,0.000000
4.580000,-6.369010,0.000000,0.001296,0.066296,0.000000,0.000280,-0.078497,-6.805302,0.011750,0.365786,100.891068,-0.000341,0.002908,0.000000,0.000000,0.000000,0.000000
6.360000,2.576555,0.000000,0.001618,0.092061,0.000000,0.000622,-0.114696,2.801557,0.008842,0.586271,-37.864445,-0.000257,0.000864,0.000000,0.000000,0.000000,0.000000
6.970000,19.150459,0.000000,-0.000422,0.100891,0.000000,-0.001039,-0.103668,19.302088,0.026672,0.185072,-746.948669,0.000086,-0.013644,0.000000,0.000000,0.000000,0.000000
5.330000,-2.373904,0.000000,-0.000085,0.077152,0.000000,-0.001124,-0.079082,-2.393821,0.040316,0.141180,92.635643,-0.000259,0.002161,0.000000,0.000000,0.000000,0.000000
-5.980000,-16.371254,0.000000,0.000500,-0.086561,0.000000,-0.000865,0.091042,-16.621471,0.038155,-0.221340,472.315155,-0.000068,0.008341,0.000000,0.000000,0.000000,0.000000
-1.900000,5.905810,0.000000,0.000557,-0.027503,0.000000,-0.000797,0.030158,6.050951,0.029814,-0.091878,-137.213318,0.000196,-0.002862,0.000000,0.000000,0.000000,0.000000
-2.870000,-1.404077,0.000000,0.000802,-0.041543,0.000000,-0.000993,0.047058,-1.457676,0.032676,-0.170615,27.775463,0.000099,0.000070,0.000000,0.000000,0.000000,0.000000
5.850000,12.622223,0.000000,0.001009,0.084679,0.000000,-0.001093,-0.096679,13.267580,0.032607,0.402594,-220.108932,-0.000010,-0.003079,0.000000,0.000000,0.000000,0.000000
-21.580000,-39.704994,0.000000,0.001600,-0.312371,0.000000,-0.001082,0.379165,-42.419884,0.035686,-1.766866,628.890198,0.000222,0.007134,0.000000,0.000000,0.000000,0.000000
-9.060000,18.122732,0.000000,0.001025,-0.131144,0.000000,-0.001305,0.167610,19.712786,0.028551,-0.856740,-266.428192,0.000826,-0.007375,0.000000,0.000000,0.000000,0.000000
-3.700000,7.758615,0.000000,0.000989,-0.053558,0.000000,-0.002131,0.072953,8.609641,0.035927,-0.402647,-107.766190,0.000359,-0.003116,0.000000,0.000000,0.000000,0.000000
14.290000,9.973293,0.000000,-0.002313,0.206848,0.000000,-0.003218,-0.214068,10.051667,0.040505,0.382160,-388.977631,-0.000389,-0.006326,0.000000,0.000000,0.000000,0.000000
-5.650000,-28.863201,0.000000,-0.001658,-0.081784,0.000000,-0.002829,0.082041,-29.093880,0.046831,-0.146462,1125.869629,-0.000328,0.020934,0.000000,0.000000,0.000000,0.000000
-1.140000,6.528237,0.000000,-0.001662,-0.016502,0.000000,-0.002501,0.015518,6.626698,0.025897,-0.037727,-188.304031,0.000168,-0.003706,0.000000,0.000000,0.000000,0.000000
-3.540000,-3.474006,0.000000,-0.001465,-0.051242,0.000000,-0.002669,0.053500,-3.561297,0.029603,-0.162989,80.757141,0.000077,0.001095,0.000000,0.000000,0.000000,0.000000
-4.780000,-1.794903,0.000000,-0.001389,-0.069191,0.000000,-0.002746,0.075348,-1.862215,0.028508,-0.273182,35.483795,0.000168,-0.000069,0.000000,0.000000,0.000000,0.000000
1.650000,9.307442,0.000000,-0.001377,0.023884,0.000000,-0.002914,-0.029188,9.783660,0.028577,0.121547,-162.310760,0.000106,-0.002744,0.000000,0.000000,0.000000,0.000000
3.650000,2.895005,0.000000,-0.001096,0.052834,0.000000,-0.003020,-0.065128,3.091039,0.031322,0.303489,-45.825775,-0.000118,-0.000042,0.000000,0.000000,0.000000,0.000000
-10.460000,-20.424261,0.000000,-0.000738,-0.151409,0.000000,-0.002902,0.191074,-22.221148,0.031364,-0.976677,300.329987,0.000096,0.003045,0.000000,0.000000,0.000000,0.000000
7.850000,26.503773,0.000000,-0.000985,0.113629,0.000000,-0.002999,-0.153289,29.421034,0.028319,0.846044,-368.260712,0.000142,-0.004690,0.000000,0.000000,0.000000,0.000000
-2.340000,-14.750051,0.000000,-0.000466,-0.033872,0.000000,-0.003141,0.047300,-16.745955,0.033009,-0.278340,196.598511,-0.000189,0.002978,0.000000,0.000000,0.000000,0.000000
-3.120000,-4.979409,0.000000,0.000493,-0.045162,0.000000,0.000076,0.046792,-5.019485,0.017405,-0.083535,194.243088,0.000032,0.003447,0.000000,0.000000,0.000000,0.000000
-4.580000,-2.113354,0.000000,0.000414,-0.066296,0.000000,0.000044,0.068304,-2.130542,0.013958,-0.121938,82.447304,0.000144,0.001225,0.000000,0.000000,0.000000,0.000000
-1.890000,3.893782,0.000000,0.000363,-0.027358,0.000000,-0.000101,0.028989,3.952484,0.012734,-0.070478,-112.313652,0.000153,-0.002320,0.000000,0.000000,0.000000,0.000000
-2.340000,-0.651376,0.000000,0.000441,-0.033872,0.000000,-0.000254,0.036879,-0.668265,0.015053,-0.112354,15.153805,0.000087,-0.000013,0.000000,0.000000,0.000000,0.000000
-1.890000,0.651376,0.000000,0.000500,-0.027358,0.000000,-0.000340,0.030959,0.674471,0.015066,-0.112244,-12.851784,0.000096,-0.000547,0.000000,0.000000,0.000000,0.000000
1.130000,4.371458,0.000000,0.000583,0.016357,0.000000,-0.000437,-0.018227,4.594636,0.015613,0.075900,-76.224937,0.000038,-0.001237,0.000000,0.000000,0.000000,0.000000
3.190000,2.981855,0.000000,0.000800,0.046175,0.000000,-0.000474,-0.054798,3.184077,0.016850,0.255350,-47.205105,-0.000088,-0.000201,0.000000,0.000000,0.000000,0.000000
-0.340000,-5.109684,0.000000,0.001110,-0.004922,0.000000,-0.000386,0.007649,-5.560526,0.017051,-0.039097,75.153297,-0.000084,0.001318,0.000000,0.000000,0.000000,0.000000
-1.870000,-2.214679,0.000000,0.001277,-0.027068,0.000000,-0.000302,0.037910,-2.460598,0.015733,-0.209239,30.799112,0.000056,0.000015,0.000000,0.000000,0.000000,0.000000
1.200000,4.443833,0.000000,0.001389,0.017370,0.000000,-0.000358,-0.022629,5.042078,0.015718,0.133159,-59.194309,0.000034,-0.000761,0.000000,0.000000,0.000000,0.000000
2.740000,-2.026504,0.000000,-0.000385,0.039662,0.000000,-0.000983,-0.040940,-2.043272,0.025832,0.073088,79.070175,-0.000149,0.001696,0.000000,0.000000,0.000000,0.000000
