0.236882,0.129960,0.000000,nan,-0.000000,ovf,0.000003,-0.000000,-0.000000,-0.000000,0.000000,ovf,ovf,ovf,-0.000001,ovf,0.000000,-0.000000
-0.790000,-2.359429,0.000000,0.001632,-0.011435,0.000000,-0.002735,0.019657,-2.749276,0.042504,-0.122052,30.588732,0.000001,0.000251,0.000000,0.000000,0.000000,0.000000
1.690000,9.148216,0.000000,-0.001959,0.024463,0.000000,-0.002936,-0.026953,9.219940,0.043278,0.048117,-356.791595,0.000102,-0.006626,0.000000,0.000000,0.000000,0.000000
-3.750000,-7.874414,0.000000,-0.001790,-0.054281,0.000000,-0.003038,0.053746,-7.938244,0.049904,-0.095949,307.192688,-0.000005,0.005569,0.000000,0.000000,0.000000,0.000000
-3.910000,-0.231600,0.000000,-0.001540,-0.056597,0.000000,-0.003033,0.057576,-0.236543,0.044334,-0.139977,6.721596,0.000151,-0.000262,0.000000,0.000000,0.000000,0.000000
0.930000,7.005912,0.000000,-0.001308,0.013462,0.000000,-0.003184,-0.015875,7.177966,0.044596,0.048363,-162.769882,0.000093,-0.002951,0.000000,0.000000,0.000000,0.000000
3.980000,4.414883,0.000000,-0.000868,0.057611,0.000000,-0.003276,-0.064987,4.575179,0.047547,0.235619,-87.178291,-0.000089,-0.001008,0.000000,0.000000,0.000000,0.000000
-0.230000,-6.093986,0.000000,-0.000301,-0.003329,0.000000,-0.003187,0.003499,-6.409492,0.048555,-0.014571,106.333374,-0.000112,0.001976,0.000000,0.000000,0.000000,0.000000
0.100000,0.477676,0.000000,0.000080,0.001448,0.000000,-0.003075,-0.001651,0.507129,0.046579,0.007694,-7.518374,0.000005,-0.000125,0.000000,0.000000,0.000000,0.000000
-2.390000,-3.604281,0.000000,0.000475,-0.034595,0.000000,-0.003081,0.044475,-3.924716,0.046704,-0.227334,53.044498,0.000046,0.000390,0.000000,0.000000,0.000000,0.000000
-4.910000,-3.647706,0.000000,0.000767,-0.071072,0.000000,-0.003127,0.096080,-4.053591,0.046314,-0.530296,50.738483,0.000183,-0.000474,0.000000,0.000000,0.000000,0.000000
-1.230000,5.326809,0.000000,0.000957,-0.017804,0.000000,-0.003310,0.026565,6.042046,0.046789,-0.156320,-70.933983,0.000186,-0.001765,0.000000,0.000000,0.000000,0.000000
-0.180000,1.519878,0.000000,0.001306,-0.002606,0.000000,-0.003496,0.005884,1.762202,0.048554,-0.036535,-19.606447,0.000049,-0.000467,0.000000,0.000000,0.000000,0.000000
-2.680000,-1.490928,0.000000,-0.002010,-0.038793,0.000000,-0.003034,0.037767,-1.503865,0.045302,-0.067423,58.196308,0.000074,0.000920,0.000000,0.000000,0.000000,0.000000
-1.760000,1.331702,0.000000,-0.002007,-0.025476,0.000000,-0.003107,0.024030,1.341241,0.044381,-0.042898,-51.903111,0.000090,-0.001101,0.000000,0.000000,0.000000,0.000000
-5.690000,-5.688685,0.000000,-0.001670,-0.082363,0.000000,-0.003198,0.084383,-5.776600,0.045482,-0.205152,164.147675,0.000119,0.002555,0.000000,0.000000,0.000000,0.000000
-1.480000,6.093986,0.000000,-0.001530,-0.021423,0.000000,-0.003316,0.021381,6.243517,0.042927,-0.065139,-141.580048,0.000176,-0.002862,0.000000,0.000000,0.000000,0.000000
1.620000,4.487258,0.000000,-0.001210,0.023450,0.000000,-0.003492,-0.027405,4.650383,0.045788,0.099358,-88.611290,0.000014,-0.001404,0.000000,0.000000,0.000000,0.000000
4.000000,3.445056,0.000000,-0.000764,0.057900,0.000000,-0.003506,-0.067785,3.619191,0.047192,0.282272,-60.042309,-0.000115,-0.000371,0.000000,0.000000,0.000000,0.000000
-3.310000,-10.581244,0.000000,-0.000221,-0.047912,0.000000,-0.003391,0.057595,-11.307074,0.047563,-0.268384,167.631470,-0.000058,0.002449,0.000000,0.000000,0.000000,0.000000
8.560000,17.181856,0.000000,0.000007,0.123906,0.000000,-0.003333,-0.157124,18.688488,0.045114,0.803141,-252.584274,-0.000071,-0.002615,0.000000,0.000000,0.000000,0.000000
2.330000,-9.017941,0.000000,0.000737,0.033727,0.000000,-0.003262,-0.044121,-10.015363,0.047729,0.243517,125.361496,-0.000309,0.003037,0.000000,0.000000,0.000000,0.000000
-5.380000,-18.701733,0.000000,-0.001778,-0.077876,0.000000,-0.002799,0.078022,-18.851549,0.044998,-0.139287,729.513794,-0.000145,0.013431,0.000000,0.000000,0.000000,0.000000
-3.380000,2.895005,0.000000,-0.001881,-0.048926,0.000000,-0.002653,0.048168,2.917302,0.031567,-0.085991,-112.893219,0.000186,-0.002395,0.000000,0.000000,0.000000,0.000000
-1.130000,3.256881,0.000000,-0.001719,-0.016357,0.000000,-0.002839,0.015307,3.305341,0.033962,-0.037214,-93.924477,0.000104,-0.001875,0.000000,0.000000,0.000000,0.000000
1.940000,4.443833,0.000000,-0.001464,0.028082,0.000000,-0.002943,-0.031756,4.552725,0.035837,0.096746,-103.239067,0.000000,-0.001690,0.000000,0.000000,0.000000,0.000000
1.670000,-0.390826,0.000000,-0.001082,0.024173,0.000000,-0.002943,-0.028066,-0.406961,0.037527,0.101756,7.754492,-0.000084,0.000425,0.000000,0.000000,0.000000,0.000000
-1.400000,-4.443833,0.000000,-0.000720,-0.020265,0.000000,-0.002859,0.022584,-4.673862,0.037102,-0.094046,77.539299,-0.000027,0.001213,0.000000,0.000000,0.000000,0.000000
1.550000,4.270133,0.000000,-0.000497,0.022436,0.000000,-0.002832,-0.027695,4.559553,0.035889,0.129055,-67.597031,0.000011,-0.000933,0.000000,0.000000,0.000000,0.000000
1.930000,0.550051,0.000000,-0.000151,0.027937,0.000000,-0.002843,-0.035620,0.595738,0.036822,0.182070,-8.051703,-0.000085,0.000342,0.000000,0.000000,0.000000,0.000000
-1.920000,-5.572885,0.000000,0.000209,-0.027792,0.000000,-0.002758,0.037449,-6.189681,0.036480,-0.206693,77.475739,-0.000016,0.000907,0.000000,0.000000,0.000000,0.000000
9.330000,13.982875,0.000000,-0.000869,0.135052,0.000000,-0.001570,-0.139096,14.093326,0.030614,0.248318,-545.380920,-0.000109,-0.009657,0.000000,0.000000,0.000000,0.000000
-6.700000,-23.203466,0.000000,-0.000430,-0.096983,0.000000,-0.001461,0.098860,-23.389021,0.040271,-0.176487,905.104065,-0.000175,0.016679,0.000000,0.000000,0.000000,0.000000
-0.870000,8.438940,0.000000,-0.000476,-0.012593,0.000000,-0.001286,0.012671,8.566418,0.023592,-0.030806,-243.423035,0.000197,-0.004723,0.000000,0.000000,0.000000,0.000000
-0.250000,0.897452,0.000000,-0.000251,-0.003619,0.000000,-0.001482,0.003619,0.918507,0.028315,-0.011027,-20.828360,0.000027,-0.000416,0.000000,0.000000,0.000000,0.000000
-0.070000,0.260550,0.000000,-0.000002,-0.001013,0.000000,-0.001509,0.001124,0.268639,0.028731,-0.004076,-5.118824,0.000008,-0.000107,0.000000,0.000000,0.000000,0.000000
3.660000,5.399185,0.000000,0.000255,0.052979,0.000000,-0.001517,-0.060921,5.674392,0.028838,0.253687,-94.138054,-0.000057,-0.001096,0.000000,0.000000,0.000000,0.000000
-1.850000,-7.975739,0.000000,0.000675,-0.026779,0.000000,-0.001460,0.033155,-8.522762,0.029934,-0.154497,126.353058,-0.000072,0.001977,0.000000,0.000000,0.000000,0.000000
-9.670000,-11.319469,0.000000,0.000863,-0.139973,0.000000,-0.001388,0.178602,-12.316727,0.027958,-0.912926,166.466751,0.000250,0.000679,0.000000,0.000000,0.000000,0.000000
0.710000,15.025077,0.000000,0.000723,0.010277,0.000000,-0.001638,-0.012778,16.677229,0.027279,0.070523,-208.747559,0.000281,-0.003763,0.000000,0.000000,0.000000,0.000000
-2.600000,8.019164,0.000000,-0.001064,-0.037635,0.000000,-0.001818,0.037523,8.082133,0.033004,-0.066987,-312.760925,0.000254,-0.006096,0.000000,0.000000,0.000000,0.000000
3.100000,8.250764,0.000000,-0.001087,0.044873,0.000000,-0.002072,-0.047058,8.315423,0.039100,0.084009,-321.788696,0.000030,-0.005855,0.000000,0.000000,0.000000,0.000000
-8.470000,-16.747604,0.000000,-0.000543,-0.122603,0.000000,-0.002102,0.127643,-17.003689,0.044954,-0.310323,483.176208,0.000023,0.008320,0.000000,0.000000,0.000000,0.000000
2.080000,15.271152,0.000000,-0.000547,0.030108,0.000000,-0.002125,-0.032948,15.648525,0.036634,0.100379,-354.851044,0.000207,-0.006463,0.000000,0.000000,0.000000,0.000000
2.870000,1.143527,0.000000,-0.000078,0.041543,0.000000,-0.002332,-0.046254,1.183400,0.043097,0.167698,-22.549229,-0.000103,0.000039,0.000000,0.000000,0.000000,0.000000
0.590000,-3.300306,0.000000,0.000424,0.008540,0.000000,-0.002229,-0.009379,-3.472355,0.043058,0.039055,57.606304,-0.000091,0.001196,0.000000,0.000000,0.000000,0.000000
-0.780000,-1.983078,0.000000,0.000828,-0.011291,0.000000,-0.002138,0.014635,-2.121662,0.041862,-0.068198,31.454412,-0.000000,0.000409,0.000000,0.000000,0.000000,0.000000
-0.670000,0.159225,0.000000,0.001179,-0.009698,0.000000,-0.002137,0.013794,0.169586,0.041453,-0.070508,-2.292036,0.000041,-0.000235,0.000000,0.000000,0.000000,0.000000
-3.190000,-3.647706,0.000000,0.001541,-0.046175,0.000000,-0.002178,0.063818,-4.053679,0.041688,-0.352231,50.739578,0.000096,0.000008,0.000000,0.000000,0.000000,0.000000
0.230000,4.950459,0.000000,0.001807,0.003329,0.000000,-0.002274,-0.002155,5.614665,0.041680,0.012681,-65.916496,0.000100,-0.001214,0.000000,0.000000,0.000000,0.000000
-0.910000,-2.098879,0.000000,-0.002290,-0.013172,0.000000,-0.003402,0.011256,-2.116742,0.049289,-0.020095,81.913277,-0.000010,0.001499,0.000000,0.000000,0.000000,0.000000
-11.300000,-15.039552,0.000000,-0.002208,-0.163568,0.000000,-0.003392,0.165215,-15.160291,0.047790,-0.294947,586.670166,0.000160,0.010308,0.000000,0.000000,0.000000,0.000000
-2.670000,12.491947,0.000000,-0.002335,-0.038648,0.000000,-0.003552,0.037974,12.680704,0.037482,-0.092323,-360.334473,0.000343,-0.007092,0.000000,0.000000,0.000000,0.000000
-5.550000,-4.168808,0.000000,-0.002073,-0.080336,0.000000,-0.003894,0.084118,-4.273911,0.044574,-0.256269,96.916588,0.000146,0.001155,0.000000,0.000000,0.000000,0.000000
-12.210000,-9.640368,0.000000,-0.001958,-0.176740,0.000000,-0.004040,0.194236,-9.997302,0.043419,-0.704221,190.494781,0.000336,0.001700,0.000000,0.000000,0.000000,0.000000
7.850000,29.036901,0.000000,-0.002151,0.113629,0.000000,-0.004376,-0.133781,30.524824,0.041719,0.557094,-506.406342,0.000215,-0.008085,0.000000,0.000000,0.000000,0.000000
4.470000,-4.892559,0.000000,-0.001488,0.064703,0.000000,-0.004592,-0.079936,-5.229517,0.049804,0.372491,77.529503,-0.000316,0.002491,0.000000,0.000000,0.000000,0.000000
-2.610000,-10.248318,0.000000,-0.000983,-0.037780,0.000000,-0.004276,0.046664,-11.151987,0.047313,-0.238523,150.724716,-0.000084,0.002204,0.000000,0.000000,0.000000,0.000000
-2.490000,0.173700,0.000000,-0.000786,-0.036043,0.000000,-0.004192,0.047154,0.189690,0.045109,-0.260255,-2.374334,0.000131,-0.000753,0.000000,0.000000,0.000000,0.000000
-2.690000,-0.289501,0.000000,-0.000590,-0.038938,0.000000,-0.004323,0.054300,-0.332114,0.045862,-0.319526,3.899034,0.000140,-0.000789,0.000000,0.000000,0.000000,0.000000
-3.650000,-1.389603,0.000000,-0.000407,-0.052834,0.000000,-0.004463,0.078865,-1.620000,0.046651,-0.489691,18.024296,0.000182,-0.000982,0.000000,0.000000,0.000000,0.000000
2.110000,8.337615,0.000000,-0.000267,0.030542,0.000000,-0.004646,-0.049387,9.950034,0.047633,0.320821,-105.817017,0.000054,-0.001134,0.000000,0.000000,0.000000,0.000000
3.360000,1.809378,0.000000,0.000108,0.048636,0.000000,-0.004700,-0.083117,2.216814,0.048767,0.560870,-22.695349,-0.000183,0.001090,0.000000,0.000000,0.000000,0.000000
-5.210000,-6.180836,0.000000,-0.000944,-0.075415,0.000000,-0.001626,0.076322,-6.230722,0.029874,-0.136251,241.115356,0.000089,0.004195,0.000000,0.000000,0.000000,0.000000
-4.760000,0.651376,0.000000,-0.001077,-0.068901,0.000000,-0.001715,0.069445,0.655944,0.025679,-0.123976,-25.383589,0.000200,-0.000824,0.000000,0.000000,0.000000,0.000000
-1.390000,4.878084,0.000000,-0.001027,-0.020120,0.000000,-0.001915,0.019966,4.951386,0.026503,-0.048541,-140.698425,0.000147,-0.002794,0.000000,0.000000,0.000000,0.000000
-1.080000,0.448726,0.000000,-0.000828,-0.015633,0.000000,-0.002062,0.015912,0.458687,0.029297,-0.048478,-10.401339,0.000051,-0.000323,0.000000,0.000000,0.000000,0.000000
4.120000,7.527013,0.000000,-0.000622,0.059637,0.000000,-0.002114,-0.066966,7.802822,0.029619,0.242791,-148.679810,-0.000033,-0.002158,0.000000,0.000000,0.000000,0.000000
4.580000,0.665851,0.000000,-0.000191,0.066296,0.000000,-0.002080,-0.076823,0.698155,0.031777,0.319910,-11.582371,-0.000195,0.000650,0.000000,0.000000,0.000000,0.000000
1.260000,-4.805708,0.000000,0.000258,0.018239,0.000000,-0.001886,-0.021714,-5.136138,0.031127,0.101185,76.145119,-0.000156,0.001714,0.000000,0.000000,0.000000,0.000000
4.890000,5.254434,0.000000,0.000566,0.070783,0.000000,-0.001730,-0.089047,5.713755,0.029413,0.455162,-77.224274,-0.000132,-0.000234,0.000000,0.000000,0.000000,0.000000
-2.940000,-11.333945,0.000000,0.001031,-0.042557,0.000000,-0.001598,0.058295,-12.585164,0.029647,-0.321748,157.527496,-0.000080,0.002113,0.000000,0.000000,0.000000,0.000000
-0.400000,3.676657,0.000000,0.001172,-0.005790,0.000000,-0.001518,0.009858,4.170368,0.027534,-0.058010,-48.960373,0.000106,-0.001088,0.000000,0.000000,0.000000,0.000000
-1.210000,-8.033639,0.000000,-0.001014,-0.017515,0.000000,-0.001753,0.016972,-8.098323,0.032371,-0.030299,313.387390,-0.000108,0.005854,0.000000,0.000000,0.000000,0.000000
-2.650000,-2.084404,0.000000,-0.000983,-0.038359,0.000000,-0.001646,0.038268,-2.101620,0.026517,-0.068318,81.328102,0.000064,0.001344,0.000000,0.000000,0.000000,0.000000
-6.030000,-4.892559,0.000000,-0.000862,-0.087284,0.000000,-0.001710,0.090375,-4.967731,0.025173,-0.219720,141.162857,0.000150,0.002076,0.000000,0.000000,0.000000,0.000000
-2.700000,4.820184,0.000000,-0.000904,-0.039083,0.000000,-0.001860,0.041034,4.938894,0.023097,-0.125012,-111.995987,0.000204,-0.002463,0.000000,0.000000,0.000000,0.000000
-2.530000,0.246076,0.000000,-0.000803,-0.036622,0.000000,-0.002064,0.039805,0.253967,0.025559,-0.144317,-4.839253,0.000112,-0.000477,0.000000,0.000000,0.000000,0.000000
8.340000,15.734352,0.000000,-0.000701,0.120722,0.000000,-0.002176,-0.140302,16.540277,0.026037,0.584248,-274.402924,-0.000067,-0.003615,0.000000,0.000000,0.000000,0.000000
-4.030000,-17.905607,0.000000,-0.000133,-0.058334,0.000000,-0.002110,0.070287,-19.130520,0.029651,-0.327530,283.616913,-0.000172,0.004491,0.000000,0.000000,0.000000,0.000000
-1.270000,3.995108,0.000000,-0.000097,-0.018383,0.000000,-0.001938,0.023190,4.344389,0.025160,-0.118537,-58.716606,0.000145,-0.001441,0.000000,0.000000,0.000000,0.000000
1.230000,3.618756,0.000000,0.000056,0.017804,0.000000,-0.002083,-0.023737,4.015142,0.026601,0.131010,-50.257225,0.000012,-0.000595,0.000000,0.000000,0.000000,0.000000
-1.530000,-8.077065,0.000000,0.000121,-0.022147,0.000000,-0.000430,0.022860,-8.141914,0.023433,-0.040810,315.074310,-0.000092,0.005857,0.000000,0.000000,0.000000,0.000000
1.000000,3.662181,0.000000,0.000119,0.014475,0.000000,-0.000338,-0.014699,3.690846,0.017576,0.026241,-142.827698,0.000030,-0.002644,0.000000,0.000000,0.000000,0.000000
-2.340000,-4.834659,0.000000,0.000359,-0.033872,0.000000,-0.000368,0.035796,-4.908885,0.020220,-0.087027,139.490707,0.000004,0.002411,0.000000,0.000000,0.000000,0.000000
-2.660000,-0.463201,0.000000,0.000444,-0.038504,0.000000,-0.000372,0.041861,-0.475544,0.017810,-0.127532,10.783581,0.000104,-0.000145,0.000000,0.000000,0.000000,0.000000
-0.860000,2.605505,0.000000,0.000518,-0.012449,0.000000,-0.000476,0.014409,2.700418,0.017955,-0.052243,-51.455429,0.000090,-0.001115,0.000000,0.000000,0.000000,0.000000
3.140000,5.790010,0.000000,0.000674,0.045452,0.000000,-0.000566,-0.051740,6.085737,0.019070,0.215455,-100.962265,-0.000025,-0.001327,0.000000,0.000000,0.000000,0.000000
-7.080000,-14.793475,0.000000,0.001008,-0.102483,0.000000,-0.000541,0.124980,-15.805635,0.020397,-0.582393,234.324310,0.000039,0.002864,0.000000,0.000000,0.000000,0.000000
2.460000,13.809175,0.000000,0.000909,0.035609,0.000000,-0.000580,-0.044004,15.021015,0.017533,0.224927,-203.016571,0.000165,-0.003241,0.000000,0.000000,0.000000,0.000000
3.610000,1.664628,0.000000,0.001223,0.052255,0.000000,-0.000746,-0.068252,1.845578,0.020774,0.376704,-23.100950,-0.000150,0.000588,0.000000,0.000000,0.000000,0.000000
-8.750000,-12.477472,0.000000,-0.000576,-0.126656,0.000000,-0.001271,0.129166,-12.577459,0.030117,-0.230591,486.720215,0.000112,0.008591,0.000000,0.000000,0.000000,0.000000
-4.870000,5.616311,0.000000,-0.000846,-0.070493,0.000000,-0.001383,0.071311,5.660460,0.021526,-0.127307,-219.047440,0.000300,-0.004508,0.000000,0.000000,0.000000,0.000000
-8.200000,-4.820184,0.000000,-0.000802,-0.118695,0.000000,-0.001683,0.123285,-4.894291,0.026034,-0.299730,139.076019,0.000240,0.001831,0.000000,0.000000,0.000000,0.000000
-5.530000,3.864831,0.000000,-0.000920,-0.080047,0.000000,-0.001923,0.085046,3.959791,0.024203,-0.259097,-89.793510,0.000305,-0.002404,0.000000,0.000000,0.000000,0.000000
1.860000,10.697044,0.000000,-0.000924,0.026924,0.000000,-0.002228,-0.030947,11.089832,0.026607,0.112201,-211.312561,0.000126,-0.003693,0.000000,0.000000,0.000000,0.000000
9.500000,11.058920,0.000000,-0.000609,0.137513,0.000000,-0.002353,-0.159597,11.624677,0.030300,0.664597,-192.853180,-0.000212,-0.001847,0.000000,0.000000,0.000000,0.000000
4.510000,-7.223037,0.000000,0.000032,0.065282,0.000000,-0.002142,-0.078799,-7.718555,0.032148,0.367193,114.430397,-0.000359,0.003163,0.000000,0.000000,0.000000,0.000000
1.800000,-3.922732,0.000000,0.000459,0.026055,0.000000,-0.001783,-0.032460,-4.269834,0.028984,0.165919,57.708946,-0.000168,0.001536,0.000000,0.000000,0.000000,0.000000
-7.720000,-13.780223,0.000000,0.000773,-0.111747,0.000000,-0.001615,0.150489,-15.300530,0.027448,-0.830593,191.515518,0.000118,0.001377,0.000000,0.000000,0.000000,0.000000
1.620000,-21.090113,0.000000,-0.001011,0.023450,0.000000,-0.001604,-0.024984,-21.258469,0.026122,0.044602,822.656372,-0.000470,0.015695,0.000000,0.000000,0.000000,0.000000
-1.660000,-4.747808,0.000000,-0.000885,-0.024029,0.000000,-0.001134,0.023697,-4.785795,0.010427,-0.042304,185.199814,-0.000026,0.003363,0.000000,0.000000,0.000000,0.000000
-4.420000,-3.995107,0.000000,-0.000899,-0.063980,0.000000,-0.001108,0.065966,-4.055998,0.007063,-0.160375,115.255096,0.000102,0.001742,0.000000,0.000000,0.000000,0.000000
-4.980000,-0.810601,0.000000,-0.001048,-0.072086,0.000000,-0.001210,0.076351,-0.830797,0.005321,-0.232608,18.839434,0.000191,-0.000276,0.000000,0.000000,0.000000,0.000000
0.620000,8.106014,0.000000,-0.001230,0.008975,0.000000,-0.001400,-0.011340,8.404538,0.005597,0.041114,-160.145264,0.000128,-0.002921,0.000000,0.000000,0.000000,0.000000
1.300000,0.984302,0.000000,-0.001173,0.018818,0.000000,-0.001528,-0.023098,1.034631,0.008517,0.096187,-17.164503,-0.000043,-0.000059,0.000000,0.000000,0.000000,0.000000
1.570000,0.390826,0.000000,-0.001095,0.022726,0.000000,-0.001485,-0.028767,0.417357,0.008577,0.134051,-6.187463,-0.000070,0.000246,0.000000,0.000000,0.000000,0.000000
-0.570000,-3.097656,0.000000,-0.001013,-0.008251,0.000000,-0.001415,0.009178,-3.370013,0.008331,-0.046915,45.547424,-0.000039,0.000735,0.000000,0.000000,0.000000,0.000000
2.090000,3.850357,0.000000,-0.001029,0.030253,0.000000,-0.001377,-0.041838,4.274408,0.007596,0.230916,-53.502434,-0.000032,-0.000390,0.000000,0.000000,0.000000,0.000000
5.420000,4.820183,0.000000,-0.000940,0.078455,0.000000,-0.001344,-0.112420,5.471603,0.007986,0.661539,-64.236946,-0.000200,0.000574,0.000000,0.000000,0.000000,0.000000
-6.360000,-5.934761,0.000000,0.001956,-0.092061,0.000000,0.001947,0.096269,-5.982021,-0.001215,-0.171863,231.491104,0.000148,0.003917,0.000000,0.000000,0.000000,0.000000
-1.790000,6.615087,0.000000,0.001707,-0.025910,0.000000,0.001800,0.028277,6.667747,-0.005132,-0.050481,-258.027252,0.000202,-0.005030,0.000000,0.000000,0.000000,0.000000
-2.710000,-1.331702,0.000000,0.001666,-0.039227,0.000000,0.001597,0.042764,-1.352089,-0.000103,-0.103967,38.420902,0.000090,0.000456,0.000000,0.000000,0.000000,0.000000
-3.130000,-0.607951,0.000000,0.001594,-0.045307,0.000000,0.001507,0.050409,-0.623241,-0.000558,-0.153573,14.132822,0.000124,-0.000149,0.000000,0.000000,0.000000,0.000000
2.720000,8.467890,0.000000,0.001513,0.039372,0.000000,0.001383,-0.042073,8.779477,-0.000410,0.152539,-167.289597,0.000052,-0.002755,0.000000,0.000000,0.000000,0.000000
1.750000,-1.404078,0.000000,0.001701,0.025331,0.000000,0.001331,-0.027304,-1.476752,0.002345,0.113701,24.499290,-0.000102,0.000777,0.000000,0.000000,0.000000,0.000000
4.050000,3.329256,0.000000,0.001858,0.058624,0.000000,0.001433,-0.068553,3.555835,0.001568,0.319449,-52.716553,-0.000118,-0.000136,0.000000,0.000000,0.000000,0.000000
7.360000,4.791234,0.000000,0.002126,0.106536,0.000000,0.001551,-0.132408,5.211150,0.001704,0.676804,-70.431305,-0.000259,0.000497,0.000000,0.000000,0.000000,0.000000
1.810000,-8.033639,0.000000,0.002550,0.026200,0.000000,0.001810,-0.031631,-8.920008,0.001206,0.174579,111.651024,-0.000254,0.002585,0.000000,0.000000,0.000000,0.000000
-1.420000,-4.675433,0.000000,0.002756,-0.020555,0.000000,0.002064,0.033007,-5.309142,-0.001379,-0.194229,62.329643,-0.000011,0.000650,0.000000,0.000000,0.000000,0.000000
-1.180000,-3.560856,0.000000,-0.000313,-0.017081,0.000000,-0.000863,0.017226,-3.589776,0.023697,-0.030753,138.916458,-0.000021,0.002546,0.000000,0.000000,0.000000,0.000000
0.760000,2.808155,0.000000,-0.000302,0.011001,0.000000,-0.000841,-0.011573,2.829956,0.021151,0.020660,-109.513100,0.000022,-0.002022,0.000000,0.000000,0.000000,0.000000
-4.810000,-8.062590,0.000000,-0.000050,-0.069625,0.000000,-0.000864,0.072756,-8.185946,0.023173,-0.176885,232.611572,0.000042,0.003930,0.000000,0.000000,0.000000,0.000000
3.780000,12.434047,0.000000,-0.000061,0.054716,0.000000,-0.000905,-0.058874,12.741721,0.019243,0.179363,-288.935425,0.000082,-0.004993,0.000000,0.000000,0.000000,0.000000
0.940000,-4.110907,0.000000,0.000316,0.013607,0.000000,-0.000987,-0.014769,-4.263657,0.024237,0.053548,81.242371,-0.000121,0.001692,0.000000,0.000000,0.000000,0.000000
0.610000,-0.477676,0.000000,0.000569,0.008830,0.000000,-0.000867,-0.009545,-0.503708,0.022544,0.039749,8.356507,-0.000035,0.000263,0.000000,0.000000,0.000000,0.000000
-2.360000,-4.299082,0.000000,0.000811,-0.034161,0.000000,-0.000831,0.042234,-4.594523,0.022281,-0.196804,68.115471,0.000027,0.000757,0.000000,0.000000,0.000000,0.000000
-4.100000,-2.518655,0.000000,0.000931,-0.059348,0.000000,-0.000859,0.076442,-2.742037,0.021525,-0.390735,37.060013,0.000155,-0.000357,0.000000,0.000000,0.000000,0.000000
-1.900000,3.184506,0.000000,0.000982,-0.027503,0.000000,-0.001014,0.038097,3.532898,0.021881,-0.210268,-44.220997,0.000170,-0.001405,0.000000,0.000000,0.000000,0.000000
0.120000,2.923955,0.000000,0.001133,0.001737,0.000000,-0.001183,-0.000855,3.316331,0.023287,0.005031,-38.933922,0.000060,-0.000721,0.000000,0.000000,0.000000,0.000000
2.750000,3.806932,0.000000,0.001376,0.039806,0.000000,-0.001243,-0.057810,4.424261,0.024008,0.358958,-49.224796,-0.000073,0.000040,0.000000,0.000000,0.000000,0.000000
-4.770000,-1.881753,0.000000,-0.000836,-0.069046,0.000000,-0.001514,0.069911,-1.897448,0.029609,-0.124807,73.427078,0.000153,0.001053,0.000000,0.000000,0.000000,0.000000
-3.270000,2.171254,0.000000,-0.000951,-0.047333,0.000000,-0.001667,0.047490,2.187829,0.028556,-0.084781,-84.664177,0.000170,-0.001834,0.000000,0.000000,0.000000,0.000000
-10.370000,-10.277268,0.000000,-0.000802,-0.150106,0.000000,-0.001837,0.156132,-10.434473,0.030391,-0.379586,296.505585,0.000224,0.004591,0.000000,0.000000,0.000000,0.000000
3.470000,20.033436,0.000000,-0.000993,0.050228,0.000000,-0.002061,-0.055052,20.529510,0.025800,0.167719,-465.533905,0.000239,-0.008370,0.000000,0.000000,0.000000,0.000000
4.490000,1.476452,0.000000,-0.000564,0.064993,0.000000,-0.002301,-0.072853,1.529158,0.034169,0.264136,-29.137531,-0.000169,0.000178,0.000000,0.000000,0.000000,0.000000
-0.490000,-7.208562,0.000000,-0.000096,-0.007093,0.000000,-0.002132,0.008085,-7.580437,0.033991,-0.033666,125.759323,-0.000121,0.002290,0.000000,0.000000,0.000000,0.000000
-2.130000,-2.373904,0.000000,0.000154,-0.030832,0.000000,-0.002011,0.037420,-2.538240,0.031701,-0.174373,37.630329,0.000053,0.000237,0.000000,0.000000,0.000000,0.000000
-0.850000,1.852803,0.000000,0.000335,-0.012304,0.000000,-0.002064,0.016028,2.013142,0.031465,-0.081925,-27.208632,0.000081,-0.000737,0.000000,0.000000,0.000000,0.000000
0.220000,1.548828,0.000000,0.000571,0.003185,0.000000,-0.002145,-0.003495,1.716495,0.032202,0.019289,-21.485235,0.000023,-0.000353,0.000000,0.000000,0.000000,0.000000
3.540000,4.805708,0.000000,0.000856,0.051242,0.000000,-0.002168,-0.071344,5.451804,0.032555,0.419823,-64.004509,-0.000090,-0.000076,0.000000,0.000000,0.000000,0.000000
-0.630000,-3.314781,0.000000,-0.000918,-0.009119,0.000000,-0.001695,0.008479,-3.341979,0.033882,-0.015136,129.327301,-0.000040,0.002408,0.000000,0.000000,0.000000,0.000000
-4.370000,-5.413660,0.000000,-0.000861,-0.063256,0.000000,-0.001654,0.063886,-5.457486,0.031474,-0.114051,211.192795,0.000070,0.003686,0.000000,0.000000,0.000000,0.000000
4.060000,12.202446,0.000000,-0.000780,0.058769,0.000000,-0.001724,-0.062272,12.387005,0.027788,0.151395,-351.988708,0.000066,-0.006262,0.000000,0.000000,0.000000,0.000000
5.650000,2.301529,0.000000,-0.000310,0.081784,0.000000,-0.001790,-0.088235,2.357178,0.034051,0.268811,-53.452133,-0.000194,-0.000273,0.000000,0.000000,0.000000,0.000000
