0.236882,0.129960,0.000000,nan,-0.000000,ovf,0.000003,-0.000000,-0.000000,-0.000000,0.000000,ovf,ovf,ovf,-0.000001,ovf,0.000000,-0.000000
1.480000,0.289501,0.000000,0.000910,0.021423,0.000000,0.000950,-0.020770,0.291589,0.006221,0.037080,-11.283839,-0.000051,-0.000114,0.000000,0.000000,0.000000,0.000000
-3.530000,-7.251988,0.000000,0.001192,-0.051097,0.000000,0.001001,0.053539,-7.309882,0.006335,-0.095579,282.876495,0.000007,0.005098,0.000000,0.000000,0.000000,0.000000
-4.810000,-1.852803,0.000000,0.001085,-0.069625,0.000000,0.000994,0.073944,-1.881105,0.001237,-0.179772,53.453419,0.000164,0.000516,0.000000,0.000000,0.000000,0.000000
0.170000,7.208563,0.000000,0.000926,0.002461,0.000000,0.000830,-0.001650,7.387256,0.000721,0.005025,-167.515854,0.000135,-0.003159,0.000000,0.000000,0.000000,0.000000
-3.220000,-4.907034,0.000000,0.000998,-0.046610,0.000000,0.000695,0.052907,-5.088182,0.003880,-0.191818,96.953384,0.000047,0.001323,0.000000,0.000000,0.000000,0.000000
7.340000,15.285628,0.000000,0.000927,0.106247,0.000000,0.000648,-0.121694,16.069473,0.002557,0.506764,-266.592285,-0.000025,-0.003680,0.000000,0.000000,0.000000,0.000000
-0.980000,-12.043221,0.000000,0.001321,-0.014186,0.000000,0.000673,0.018726,-12.866702,0.006237,-0.087263,190.753540,-0.000193,0.003383,0.000000,0.000000,0.000000,0.000000
-5.830000,-7.020387,0.000000,0.001366,-0.084389,0.000000,0.000866,0.108751,-7.638217,0.002854,-0.555883,103.234352,0.000150,0.000445,0.000000,0.000000,0.000000,0.000000
-2.750000,4.458308,0.000000,0.001215,-0.039806,0.000000,0.000716,0.054864,4.948406,0.002410,-0.302809,-61.938797,0.000242,-0.001993,0.000000,0.000000,0.000000,0.000000
2.450000,7.527013,0.000000,0.001203,0.035464,0.000000,0.000474,-0.048513,8.543036,0.004402,0.285472,-100.295769,0.000030,-0.001123,0.000000,0.000000,0.000000,0.000000
