-0.237863,0.129959,-0.000000,ovf,-0.000000,ovf,0.000003,-0.061435,-0.000000,-0.000000,0.000000,ovf,ovf,ovf,-0.000011,ovf,0.000000,-0.000000
-2.790000,-1.983079,0.000000,0.000161,-0.040385,0.000000,-0.004738,0.054227,-2.206433,0.060802,-0.299297,27.617750,0.000105,-0.000286,0.000000,0.000000,0.000000,0.000000
0.670000,5.008359,0.000000,0.000511,0.009698,0.000000,-0.004842,-0.013008,5.679657,0.061089,0.076549,-66.679512,0.000072,-0.001055,0.000000,0.000000,0.000000,0.000000
-7.990000,-14.576350,0.000000,-0.002388,-0.115655,0.000000,-0.003558,0.116094,-14.693507,0.051845,-0.207254,568.606567,0.000036,0.010208,0.000000,0.000000,0.000000,0.000000
-0.380000,11.015494,0.000000,-0.002578,-0.005501,0.000000,-0.003593,0.002993,11.102145,0.041638,-0.005343,-429.628815,0.000218,-0.008168,0.000000,0.000000,0.000000,0.000000
-2.430000,-2.967381,0.000000,-0.002153,-0.035174,0.000000,-0.003812,0.034531,-3.014042,0.049806,-0.083952,85.646935,0.000036,0.001410,0.000000,0.000000,0.000000,0.000000
-6.190000,-5.442609,0.000000,-0.001842,-0.089600,0.000000,-0.003848,0.094323,-5.579520,0.048396,-0.287361,126.523010,0.000149,0.001616,0.000000,0.000000,0.000000,0.000000
-0.010000,8.945566,0.000000,-0.001714,-0.000145,0.000000,-0.003997,-0.001743,9.272953,0.046780,0.006321,-176.692581,0.000171,-0.003332,0.000000,0.000000,0.000000,0.000000
7.750000,11.232620,0.000000,-0.001325,0.112181,0.000000,-0.004168,-0.131155,11.806303,0.050112,0.546158,-195.866348,-0.000132,-0.002225,0.000000,0.000000,0.000000,0.000000
2.360000,-7.802039,0.000000,-0.000611,0.034161,0.000000,-0.004036,-0.041992,-8.338221,0.052337,0.195678,123.617149,-0.000271,0.002874,0.000000,0.000000,0.000000,0.000000
2.320000,-0.057900,0.000000,-0.000133,0.033582,0.000000,-0.003765,-0.042756,-0.066584,0.049463,0.218549,0.899919,-0.000116,0.000603,0.000000,0.000000,0.000000,0.000000
-2.190000,-6.528236,0.000000,0.000341,-0.031700,0.000000,-0.003648,0.042853,-7.251315,0.048860,-0.236521,90.764130,-0.000021,0.001078,0.000000,0.000000,0.000000,0.000000
-1.860000,0.477676,0.000000,0.000627,-0.026924,0.000000,-0.003627,0.039010,0.537717,0.047782,-0.229557,-6.312834,0.000116,-0.000742,0.000000,0.000000,0.000000,0.000000
3.610000,6.542712,0.000000,-0.001885,0.052255,0.000000,-0.002827,-0.055337,6.593751,0.041737,0.098789,-255.163773,-0.000025,-0.004563,0.000000,0.000000,0.000000,0.000000
-6.870000,-15.169827,0.000000,-0.001644,-0.099443,0.000000,-0.002802,0.100136,-15.291590,0.046300,-0.178766,591.751099,-0.000019,0.010730,0.000000,0.000000,0.000000,0.000000
-2.890000,5.761060,0.000000,-0.001602,-0.041833,0.000000,-0.002784,0.042071,5.847515,0.035571,-0.102282,-166.162781,0.000225,-0.003443,0.000000,0.000000,0.000000,0.000000
2.680000,8.062590,0.000000,-0.001384,0.038793,0.000000,-0.003008,-0.043183,8.261119,0.039013,0.131558,-187.331818,0.000039,-0.003185,0.000000,0.000000,0.000000,0.000000
3.670000,1.433028,0.000000,-0.000926,0.053123,0.000000,-0.003048,-0.060065,1.483789,0.042198,0.217771,-28.273046,-0.000134,0.000060,0.000000,0.000000,0.000000,0.000000
-1.320000,-7.223038,0.000000,-0.000431,-0.019107,0.000000,-0.002913,0.021580,-7.596049,0.042139,-0.089863,126.018333,-0.000085,0.002143,0.000000,0.000000,0.000000,0.000000
-0.120000,1.737003,0.000000,-0.000157,-0.001737,0.000000,-0.002828,0.001908,1.853003,0.039996,-0.008891,-27.471447,0.000040,-0.000548,0.000000,0.000000,0.000000,0.000000
-0.810000,-0.998777,0.000000,0.000167,-0.011725,0.000000,-0.002868,0.015080,-1.089631,0.040544,-0.077083,14.726908,0.000020,0.000071,0.000000,0.000000,0.000000,0.000000
0.210000,1.476453,0.000000,0.000461,0.003040,0.000000,-0.002888,-0.003448,1.635553,0.040472,0.019032,-20.472092,0.000022,-0.000336,0.000000,0.000000,0.000000,0.000000
7.500000,10.552294,0.000000,0.000802,0.108563,0.000000,-0.002910,-0.152586,11.974359,0.040809,0.897892,-140.579681,-0.000186,-0.000232,0.000000,0.000000,0.000000,0.000000
11.200000,5.355760,0.000000,0.001451,0.162120,0.000000,-0.002724,-0.241690,6.223999,0.041041,1.500708,-69.248871,-0.000536,0.002749,0.000000,0.000000,0.000000,0.000000
-4.260000,-17.167381,0.000000,-0.001158,-0.061664,0.000000,-0.002146,0.062055,-17.304976,0.043088,-0.110782,669.664734,-0.000159,0.012375,0.000000,0.000000,0.000000,0.000000
