ovf,-0.000000,ovf,0.000003,-0.000000,-0.000000,-12998235.000000,0.000000,ovf,-1037553.437500,ovf,-0.000001,ovf,0.000000,-0.000000,ovf,ovf,ovf
2.470000,1.230377,0.000000,0.001350,0.035753,0.000000,-0.001278,-0.046013,1.362799,0.028630,0.253958,-17.058052,-0.000099,0.000364,0.000000,0.000000,0.000000,0.000000
-1.630000,-5.934761,0.000000,0.001739,-0.023594,0.000000,-0.001180,0.035871,-6.740467,0.028266,-0.211082,79.133476,-0.000030,0.000927,0.000000,0.000000,0.000000,0.000000
-4.100000,-14.706625,0.000000,-0.001267,-0.059348,0.000000,-0.002092,0.059554,-14.824466,0.036244,-0.106318,573.674438,-0.000120,0.010573,0.000000,0.000000,0.000000,0.000000
-2.510000,2.301529,0.000000,-0.001341,-0.036332,0.000000,-0.001973,0.035828,2.319233,0.025671,-0.063961,-89.749245,0.000141,-0.001892,0.000000,0.000000,0.000000,0.000000
-1.750000,1.100102,0.000000,-0.001196,-0.025331,0.000000,-0.002114,0.025239,1.115960,0.027563,-0.061361,-31.711075,0.000089,-0.000763,0.000000,0.000000,0.000000,0.000000
0.330000,3.010805,0.000000,-0.001025,0.004777,0.000000,-0.002203,-0.006236,3.084408,0.028326,0.018998,-69.943047,0.000041,-0.001272,0.000000,0.000000,0.000000,0.000000
5.030000,6.803262,0.000000,-0.000768,0.072809,0.000000,-0.002244,-0.081766,7.052446,0.029597,0.296452,-134.381683,-0.000088,-0.001740,0.000000,0.000000,0.000000,0.000000
-1.480000,-9.423242,0.000000,-0.000309,-0.021423,0.000000,-0.002157,0.024397,-9.908525,0.031338,-0.101593,164.382263,-0.000121,0.002841,0.000000,0.000000,0.000000,0.000000
0.770000,3.256881,0.000000,-0.000136,0.011146,0.000000,-0.002035,-0.013625,3.477458,0.028497,0.063490,-51.554569,0.000029,-0.000810,0.000000,0.000000,0.000000,0.000000
-6.830000,-11.001019,0.000000,0.000132,-0.098864,0.000000,-0.002064,0.125543,-11.970040,0.029306,-0.641713,161.781097,0.000113,0.001329,0.000000,0.000000,0.000000,0.000000
