ovf,-0.000000,ovf,0.000003,-0.000000,-0.000000,-12998235.000000,0.000000,ovf,-1037553.437500,ovf,-0.000001,ovf,0.000000,-0.000000,ovf,ovf,ovf
0.690000,5.876860,0.000000,0.000992,0.009988,0.000000,0.000876,-0.011407,6.392946,-0.001261,0.058309,-86.403877,0.000090,-0.001476,0.000000,0.000000,0.000000,0.000000
-2.410000,-4.487258,0.000000,0.001074,-0.034885,0.000000,0.000786,0.048093,-4.982104,0.000216,-0.265439,62.360607,0.000036,0.000466,0.000000,0.000000,0.000000,0.000000
12.400000,21.437513,0.000000,0.001032,0.179490,0.000000,0.000750,-0.252689,24.334013,-0.000250,1.486953,-285.682770,-0.000223,-0.001388,0.000000,0.000000,0.000000,0.000000
6.230000,-8.931090,0.000000,0.001618,0.090179,0.000000,0.000973,-0.133221,-10.388581,0.001138,0.827198,115.584442,-0.000557,0.004429,0.000000,0.000000,0.000000,0.000000
-8.470000,-10.016718,0.000000,0.000881,-0.122603,0.000000,0.000533,0.126474,-10.096788,0.014095,-0.225785,390.723602,0.000152,0.006779,0.000000,0.000000,0.000000,0.000000
-5.070000,4.921509,0.000000,0.000584,-0.073388,0.000000,0.000381,0.075740,4.960433,0.007316,-0.135213,-191.957916,0.000299,-0.004013,0.000000,0.000000,0.000000,0.000000
5.080000,14.692150,0.000000,0.000503,0.073533,0.000000,0.000083,-0.076370,14.915015,0.011329,0.185669,-423.824585,0.000075,-0.007515,0.000000,0.000000,0.000000,0.000000
8.570000,5.051783,0.000000,0.000901,0.124051,0.000000,0.000007,-0.132362,5.176167,0.018845,0.403246,-117.376450,-0.000260,-0.001118,0.000000,0.000000,0.000000,0.000000
-1.180000,-14.113150,0.000000,0.001462,-0.017081,0.000000,0.000268,0.020606,-14.634315,0.019962,-0.074709,278.851318,-0.000221,0.005080,0.000000,0.000000,0.000000,0.000000
-0.730000,0.651376,0.000000,0.001601,-0.010567,0.000000,0.000489,0.014060,0.683435,0.014882,-0.058547,-11.338180,0.000051,-0.000382,0.000000,0.000000,0.000000,0.000000
1.600000,3.372681,0.000000,0.001771,0.023160,0.000000,0.000437,-0.025830,3.601335,0.015265,0.120364,-53.391098,-0.000002,-0.000685,0.000000,0.000000,0.000000,0.000000
-7.760000,-13.548625,0.000000,0.002053,-0.112326,0.000000,0.000439,0.145051,-14.741467,0.015949,-0.741428,199.238342,0.000113,0.001768,0.000000,0.000000,0.000000,0.000000
-6.140000,2.344955,0.000000,0.001951,-0.088877,0.000000,0.000326,0.121476,2.600929,0.014181,-0.670461,-32.555614,0.000378,-0.002433,0.000000,0.000000,0.000000,0.000000
-1.150000,7.223038,0.000000,0.001930,-0.016646,0.000000,-0.000052,0.026304,8.196424,0.016614,-0.154784,-96.226501,0.000226,-0.002236,0.000000,0.000000,0.000000,0.000000
-2.400000,1.722528,0.000000,-0.001171,-0.034740,0.000000,-0.001895,0.034446,1.735457,0.031818,-0.061494,-67.158386,0.000126,-0.001434,0.000000,0.000000,0.000000,0.000000
-1.220000,1.708053,0.000000,-0.001189,-0.017660,0.000000,-0.002020,0.016864,1.720834,0.033252,-0.030107,-66.592514,0.000078,-0.001340,0.000000,0.000000,0.000000,0.000000
-3.450000,-3.227931,0.000000,-0.000921,-0.049939,0.000000,-0.002098,0.051260,-3.278128,0.034592,-0.124622,93.151169,0.000076,0.001429,0.000000,0.000000,0.000000,0.000000
-6.380000,-4.241182,0.000000,-0.000765,-0.092351,0.000000,-0.002175,0.098436,-4.347766,0.033163,-0.299890,98.591377,0.000184,0.001053,0.000000,0.000000,0.000000,0.000000
1.220000,11.001019,0.000000,-0.000748,0.017660,0.000000,-0.002358,-0.020457,11.404677,0.032110,0.074167,-217.311798,0.000160,-0.003916,0.000000,0.000000,0.000000,0.000000
1.270000,0.072375,0.000000,-0.000401,0.018383,0.000000,-0.002519,-0.021705,0.074033,0.036026,0.090384,-1.228210,-0.000058,0.000228,0.000000,0.000000,0.000000,0.000000
-2.050000,-4.805708,0.000000,-0.000056,-0.029674,0.000000,-0.002461,0.035768,-5.136334,0.035797,-0.166673,76.148018,-0.000000,0.000991,0.000000,0.000000,0.000000,0.000000
-0.760000,1.867278,0.000000,0.000145,-0.011001,0.000000,-0.002461,0.014135,2.028733,0.034807,-0.072253,-27.419346,0.000077,-0.000716,0.000000,0.000000,0.000000,0.000000
-0.450000,0.448726,0.000000,0.000402,-0.006514,0.000000,-0.002537,0.009250,0.495070,0.035523,-0.051051,-6.196754,0.000034,-0.000254,0.000000,0.000000,0.000000,0.000000
0.870000,1.910703,0.000000,0.000674,0.012593,0.000000,-0.002572,-0.016877,2.165403,0.035777,0.099316,-25.421961,-0.000005,-0.000212,0.000000,0.000000,0.000000,0.000000
-2.300000,-15.850152,0.000000,-0.001085,-0.033293,0.000000,-0.001855,0.033057,-15.977031,0.033730,-0.059014,618.276245,-0.000213,0.011548,0.000000,0.000000,0.000000,0.000000
-2.890000,-0.854027,0.000000,-0.001095,-0.041833,0.000000,-0.001642,0.041712,-0.861340,0.022182,-0.074465,33.331982,0.000097,0.000408,0.000000,0.000000,0.000000,0.000000
1.300000,6.065036,0.000000,-0.001018,0.018818,0.000000,-0.001739,-0.020742,6.156544,0.021774,0.050428,-174.944168,0.000060,-0.003177,0.000000,0.000000,0.000000,0.000000
1.250000,-0.072375,0.000000,-0.000752,0.018094,0.000000,-0.001800,-0.020255,-0.075163,0.024951,0.061708,1.704412,-0.000056,0.000205,0.000000,0.000000,0.000000,0.000000
-2.270000,-5.095209,0.000000,-0.000494,-0.032858,0.000000,-0.001743,0.035966,-5.284068,0.024746,-0.130400,100.685905,-0.000003,0.001553,0.000000,0.000000,0.000000,0.000000
3.870000,8.887665,0.000000,-0.000396,0.056018,0.000000,-0.001741,-0.065185,9.342386,0.023193,0.271447,-154.990021,0.000001,-0.002203,0.000000,0.000000,0.000000,0.000000
-3.130000,-10.132518,0.000000,-0.000034,-0.045307,0.000000,-0.001741,0.054673,-10.826274,0.025396,-0.254772,160.503464,-0.000057,0.002354,0.000000,0.000000,0.000000,0.000000
6.420000,13.823649,0.000000,0.000026,0.092930,0.000000,-0.001684,-0.117816,15.036778,0.023042,0.602217,-203.229614,-0.000034,-0.002224,0.000000,0.000000,0.000000,0.000000
-3.130000,-13.823649,0.000000,0.000493,-0.045307,0.000000,-0.001650,0.061254,-15.348399,0.025265,-0.338077,192.114700,-0.000125,0.002727,0.000000,0.000000,0.000000,0.000000
5.160000,11.999797,0.000000,0.000558,0.074691,0.000000,-0.001525,-0.104969,13.619216,0.022538,0.617691,-159.890411,-0.000026,-0.001362,0.000000,0.000000,0.000000,0.000000
-4.820000,-7.946789,0.000000,-0.000304,-0.069770,0.000000,-0.000887,0.071188,-8.010627,0.025120,-0.127086,309.993774,0.000041,0.005528,0.000000,0.000000,0.000000,0.000000
-2.430000,3.459531,0.000000,-0.000432,-0.035174,0.000000,-0.000928,0.035573,3.486559,0.019591,-0.063506,-134.922211,0.000162,-0.002737,0.000000,0.000000,0.000000,0.000000
-3.380000,-1.375127,0.000000,-0.000318,-0.048926,0.000000,-0.001090,0.050831,-1.396785,0.022328,-0.123579,39.691010,0.000111,0.000422,0.000000,0.000000,0.000000,0.000000
1.050000,6.412436,0.000000,-0.000252,0.015199,0.000000,-0.001201,-0.016607,6.570612,0.021906,0.050593,-148.997345,0.000079,-0.002685,0.000000,0.000000,0.000000,0.000000
0.990000,-0.086850,0.000000,0.000012,0.014330,0.000000,-0.001280,-0.015912,-0.091342,0.024591,0.057691,1.740485,-0.000045,0.000194,0.000000,0.000000,0.000000,0.000000
1.530000,0.781651,0.000000,0.000272,0.022147,0.000000,-0.001235,-0.025276,0.820206,0.024397,0.105254,-13.607210,-0.000053,0.000027,0.000000,0.000000,0.000000,0.000000
1.340000,-0.275025,0.000000,0.000557,0.019397,0.000000,-0.001182,-0.022751,-0.295665,0.024370,0.106017,4.383344,-0.000067,0.000370,0.000000,0.000000,0.000000,0.000000
0.370000,-1.404078,0.000000,0.000838,0.005356,0.000000,-0.001115,-0.005730,-1.529648,0.024000,0.029287,20.673958,-0.000044,0.000470,0.000000,0.000000,0.000000,0.000000
-0.590000,8.858716,0.000000,-0.000678,-0.008540,0.000000,-0.001371,0.008123,8.928418,0.030109,-0.014501,-345.510315,0.000191,-0.006582,0.000000,0.000000,0.000000,0.000000
-9.860000,-13.418348,0.000000,-0.000629,-0.142724,0.000000,-0.001562,0.145491,-13.525981,0.036691,-0.259734,523.425903,0.000137,0.009221,0.000000,0.000000,0.000000,0.000000
-8.310000,2.243628,0.000000,-0.000766,-0.120287,0.000000,-0.001699,0.124988,2.276831,0.027470,-0.303869,-64.698357,0.000381,-0.002064,0.000000,0.000000,0.000000,0.000000
-5.650000,3.850358,0.000000,-0.000836,-0.081784,0.000000,-0.002080,0.087003,3.944711,0.029534,-0.265059,-89.451561,0.000309,-0.002407,0.000000,0.000000,0.000000,0.000000
7.320000,18.774109,0.000000,-0.000793,0.105957,0.000000,-0.002390,-0.118631,19.464079,0.031941,0.430109,-370.880646,0.000047,-0.005855,0.000000,0.000000,0.000000,0.000000
-3.890000,-16.226503,0.000000,-0.000183,-0.056308,0.000000,-0.002437,0.064851,-17.061270,0.037796,-0.270055,283.046173,-0.000148,0.004640,0.000000,0.000000,0.000000,0.000000
-2.260000,2.359429,0.000000,-0.000063,-0.032714,0.000000,-0.002289,0.039430,2.518367,0.033156,-0.183739,-37.335712,0.000155,-0.001213,0.000000,0.000000,0.000000,0.000000
-5.520000,-4.718859,0.000000,0.000126,-0.079902,0.000000,-0.002443,0.101488,-5.136163,0.034369,-0.518758,69.417839,0.000177,-0.000087,0.000000,0.000000,0.000000,0.000000
-5.180000,0.492151,0.000000,0.000177,-0.074981,0.000000,-0.002620,0.100518,0.543496,0.034455,-0.554790,-6.802894,0.000282,-0.001629,0.000000,0.000000,0.000000,0.000000
1.030000,-7.541488,0.000000,-0.001597,0.014909,0.000000,-0.002257,-0.016833,-7.602154,0.029460,0.030051,294.186737,-0.000190,0.005655,0.000000,0.000000,0.000000,0.000000
-0.100000,-1.635678,0.000000,-0.001486,-0.001448,0.000000,-0.002067,-0.000040,-1.649231,0.023806,0.000071,63.821644,-0.000031,0.001198,0.000000,0.000000,0.000000,0.000000
-0.550000,-0.651376,0.000000,-0.001297,-0.007961,0.000000,-0.002036,0.006969,-0.661956,0.022607,-0.016943,18.810122,0.000006,0.000308,0.000000,0.000000,0.000000,0.000000
-1.820000,-1.838328,0.000000,-0.001138,-0.026345,0.000000,-0.002042,0.027092,-1.884760,0.022299,-0.082537,42.739437,0.000038,0.000585,0.000000,0.000000,0.000000,0.000000
0.240000,2.981855,0.000000,-0.001045,0.003474,0.000000,-0.002080,-0.005022,3.090763,0.021714,0.018207,-58.893322,0.000045,-0.001067,0.000000,0.000000,0.000000,0.000000
0.110000,-0.188175,0.000000,-0.000868,0.001592,0.000000,-0.002125,-0.002843,-0.198951,0.022781,0.011839,3.300601,-0.000012,0.000096,0.000000,0.000000,0.000000,0.000000
-3.580000,-5.341284,0.000000,-0.000704,-0.051821,0.000000,-0.002113,0.061731,-5.707360,0.022684,-0.287658,84.613678,0.000059,0.000824,0.000000,0.000000,0.000000,0.000000
-4.190000,-0.882977,0.000000,-0.000703,-0.060650,0.000000,-0.002172,0.076022,-0.961854,0.021860,-0.388588,12.999947,0.000187,-0.000807,0.000000,0.000000,0.000000,0.000000
-5.240000,-1.519878,0.000000,-0.000733,-0.075849,0.000000,-0.002359,0.100462,-1.688645,0.022667,-0.554482,21.136629,0.000239,-0.001098,0.000000,0.000000,0.000000,0.000000
0.140000,7.787563,0.000000,-0.000813,0.002027,0.000000,-0.002599,-0.004021,8.838580,0.023765,0.023663,-103.765457,0.000156,-0.001899,0.000000,0.000000,0.000000,0.000000
-3.640000,-5.471560,0.000000,-0.000674,-0.052689,0.000000,-0.002755,0.078245,-6.365325,0.025664,-0.485839,70.821281,0.000091,0.000030,0.000000,0.000000,0.000000,0.000000
-5.280000,-7.237514,0.000000,0.000359,-0.076428,0.000000,0.000105,0.078650,-7.295363,0.010530,-0.140408,282.314636,0.000074,0.004966,0.000000,0.000000,0.000000,0.000000
-6.830000,-2.243629,0.000000,0.000178,-0.098864,0.000000,0.000030,0.101410,-2.261624,0.005565,-0.181039,87.519913,0.000231,0.001158,0.000000,0.000000,0.000000,0.000000
-2.120000,6.817738,0.000000,-0.000048,-0.030687,0.000000,-0.000201,0.032040,6.921211,0.004406,-0.077896,-196.672882,0.000217,-0.003937,0.000000,0.000000,0.000000,0.000000
2.370000,6.499286,0.000000,-0.000054,0.034306,0.000000,-0.000418,-0.036930,6.660187,0.008343,0.112509,-151.028564,0.000026,-0.002548,0.000000,0.000000,0.000000,0.000000
3.230000,1.244852,0.000000,0.000142,0.046754,0.000000,-0.000444,-0.051801,1.290101,0.010891,0.187808,-24.582378,-0.000116,0.000047,0.000000,0.000000,0.000000,0.000000
3.660000,0.622426,0.000000,0.000376,0.052979,0.000000,-0.000328,-0.060781,0.653599,0.010844,0.253107,-10.843191,-0.000152,0.000479,0.000000,0.000000,0.000000,0.000000
4.300000,0.926402,0.000000,0.000631,0.062243,0.000000,-0.000177,-0.074405,0.988737,0.010365,0.346718,-14.658385,-0.000182,0.000659,0.000000,0.000000,0.000000,0.000000
5.490000,1.722528,0.000000,0.000918,0.079468,0.000000,0.000006,-0.099614,1.872748,0.009705,0.509176,-25.311131,-0.000234,0.000897,0.000000,0.000000,0.000000,0.000000
-1.410000,-9.987767,0.000000,0.001261,-0.020410,0.000000,0.000239,0.028984,-11.089198,0.008808,-0.159970,138.802612,-0.000131,0.002194,0.000000,0.000000,0.000000,0.000000
0.610000,2.923955,0.000000,0.001322,0.008830,0.000000,0.000371,-0.010630,3.317616,0.006615,0.062553,-38.949017,0.000034,-0.000572,0.000000,0.000000,0.000000,0.000000
0.810000,8.612639,0.000000,0.000247,0.011725,0.000000,-0.000180,-0.011706,8.680656,0.017994,0.020898,-335.922424,0.000133,-0.006303,0.000000,0.000000,0.000000,0.000000
-3.910000,-6.832212,0.000000,0.000323,-0.056597,0.000000,-0.000312,0.058281,-6.887192,0.024297,-0.104044,266.519257,0.000027,0.004777,0.000000,0.000000,0.000000,0.000000
-2.530000,1.997554,0.000000,0.000364,-0.036622,0.000000,-0.000339,0.038677,2.027196,0.019521,-0.094031,-57.604721,0.000143,-0.001354,0.000000,0.000000,0.000000,0.000000
-1.760000,1.114577,0.000000,0.000471,-0.025476,0.000000,-0.000482,0.027888,1.141243,0.020875,-0.084962,-25.879208,0.000097,-0.000717,0.000000,0.000000,0.000000,0.000000
-5.680000,-5.674210,0.000000,0.000616,-0.082218,0.000000,-0.000579,0.092053,-5.884463,0.021592,-0.333749,112.126213,0.000137,0.001222,0.000000,0.000000,0.000000,0.000000
4.660000,14.967176,0.000000,0.000591,0.067454,0.000000,-0.000716,-0.077258,15.733707,0.020370,0.321721,-261.021912,0.000089,-0.004074,0.000000,0.000000,0.000000,0.000000
2.690000,-2.851580,0.000000,0.001019,0.038938,0.000000,-0.000805,-0.045792,-3.048380,0.024445,0.213388,45.193340,-0.000182,0.001440,0.000000,0.000000,0.000000,0.000000
-5.760000,-12.231398,0.000000,0.001368,-0.083376,0.000000,-0.000623,0.107469,-13.308673,0.023004,-0.549327,179.873398,0.000039,0.001917,0.000000,0.000000,0.000000,0.000000
3.950000,14.055251,0.000000,0.001367,0.057176,0.000000,-0.000662,-0.074641,15.600707,0.021087,0.411966,-195.272827,0.000093,-0.002587,0.000000,0.000000,0.000000,0.000000
5.790000,2.663405,0.000000,0.001785,0.083810,0.000000,-0.000756,-0.116145,3.020072,0.023674,0.683454,-35.455826,-0.000257,0.001182,0.000000,0.000000,0.000000,0.000000
-6.960000,-16.487053,0.000000,-0.001132,-0.100746,0.000000,-0.001948,0.102080,-16.619047,0.035743,-0.182236,643.120850,-0.000038,0.011682,0.000000,0.000000,0.000000,0.000000
-3.720000,4.689909,0.000000,-0.001319,-0.053847,0.000000,-0.001910,0.053784,4.726647,0.024060,-0.096016,-182.910934,0.000235,-0.003745,0.000000,0.000000,0.000000,0.000000
8.730000,18.021404,0.000000,-0.001220,0.126367,0.000000,-0.002145,-0.133422,18.294447,0.027805,0.324373,-519.854309,-0.000015,-0.008959,0.000000,0.000000,0.000000,0.000000
4.950000,-5.471560,0.000000,-0.000547,0.071651,0.000000,-0.002130,-0.077599,-5.608863,0.036764,0.236408,127.188385,-0.000316,0.003064,0.000000,0.000000,0.000000,0.000000
1.310000,-5.268909,0.000000,-0.000050,0.018962,0.000000,-0.001814,-0.021129,-5.464729,0.033700,0.076604,104.128342,-0.000160,0.002173,0.000000,0.000000,0.000000,0.000000
4.310000,4.342508,0.000000,0.000285,0.062387,0.000000,-0.001654,-0.071758,4.563329,0.031527,0.298817,-75.705544,-0.000107,-0.000629,0.000000,0.000000,0.000000,0.000000
-3.000000,-10.581244,0.000000,0.000752,-0.043425,0.000000,-0.001546,0.053350,-11.306402,0.032156,-0.248605,167.621521,-0.000070,0.002503,0.000000,0.000000,0.000000,0.000000
-3.280000,-0.405301,0.000000,0.000910,-0.047478,0.000000,-0.001477,0.061363,-0.443550,0.029653,-0.313658,5.994796,0.000158,-0.000740,0.000000,0.000000,0.000000,0.000000
-2.230000,1.519878,0.000000,0.001061,-0.032279,0.000000,-0.001634,0.044591,1.684212,0.030393,-0.246112,-21.081154,0.000152,-0.001064,0.000000,0.000000,0.000000,0.000000
1.770000,5.790010,0.000000,0.001264,0.025621,0.000000,-0.001787,-0.034488,6.568936,0.031456,0.202946,-77.119698,0.000031,-0.000909,0.000000,0.000000,0.000000,0.000000
-4.400000,-17.138432,0.000000,-0.001558,-0.063690,0.000000,-0.002392,0.063703,-17.275614,0.036845,-0.113724,668.528564,-0.000155,0.012353,0.000000,0.000000,0.000000,0.000000
-3.750000,0.940877,0.000000,-0.001642,-0.054281,0.000000,-0.002237,0.053897,0.947804,0.024493,-0.096218,-36.677940,0.000164,-0.000978,0.000000,0.000000,0.000000,0.000000
-5.500000,-2.533130,0.000000,-0.001573,-0.079613,0.000000,-0.002401,0.081608,-2.572387,0.025470,-0.198405,73.096863,0.000172,0.000849,0.000000,0.000000,0.000000,0.000000
0.360000,8.482365,0.000000,-0.001598,0.005211,0.000000,-0.002573,-0.007319,8.691974,0.024621,0.022296,-197.102051,0.000144,-0.003673,0.000000,0.000000,0.000000,0.000000
1.900000,2.229154,0.000000,-0.001369,0.027503,0.000000,-0.002717,-0.032085,2.310062,0.028294,0.116329,-44.017349,-0.000043,-0.000512,0.000000,0.000000,0.000000,0.000000
-0.800000,-3.908257,0.000000,-0.001083,-0.011580,0.000000,-0.002674,0.012129,-4.110202,0.028806,-0.050507,68.188187,-0.000045,0.001155,0.000000,0.000000,0.000000,0.000000
1.810000,3.777982,0.000000,-0.000922,0.026200,0.000000,-0.002629,-0.032754,4.034505,0.027651,0.152630,-59.812996,-0.000012,-0.000722,0.000000,0.000000,0.000000,0.000000
-1.940000,-5.428134,0.000000,-0.000656,-0.028082,0.000000,-0.002617,0.034780,-5.906953,0.028373,-0.177776,79.835442,-0.000018,0.001032,0.000000,0.000000,0.000000,0.000000
-5.050000,-4.501733,0.000000,-0.000555,-0.073099,0.000000,-0.002599,0.097023,-4.999381,0.027341,-0.535499,62.576843,0.000168,-0.000266,0.000000,0.000000,0.000000,0.000000
-3.120000,2.793680,0.000000,-0.000588,-0.045162,0.000000,-0.002767,0.063115,3.169303,0.027606,-0.371400,-37.207809,0.000230,-0.001709,0.000000,0.000000,0.000000,0.000000
-0.030000,4.472783,0.000000,-0.000545,-0.000434,0.000000,-0.002997,-0.000167,5.199800,0.029315,0.001037,-57.853531,0.000098,-0.001089,0.000000,0.000000,0.000000,0.000000
0.370000,5.355760,0.000000,0.000255,0.005356,0.000000,-0.000130,-0.005181,5.397921,0.016209,0.009250,-208.887741,0.000088,-0.003928,0.000000,0.000000,0.000000,0.000000
-5.580000,-8.612640,0.000000,0.000309,-0.080771,0.000000,-0.000218,0.083017,-8.681671,0.020137,-0.148205,335.961731,0.000060,0.005968,0.000000,0.000000,0.000000,0.000000
-3.820000,2.547605,0.000000,0.000230,-0.055295,0.000000,-0.000278,0.058064,2.585807,0.014169,-0.141165,-73.478203,0.000206,-0.001784,0.000000,0.000000,0.000000,0.000000
-2.000000,2.634454,0.000000,0.000236,-0.028950,0.000000,-0.000484,0.031369,2.699083,0.015953,-0.095567,-61.205288,0.000136,-0.001414,0.000000,0.000000,0.000000,0.000000
-0.240000,2.547605,0.000000,0.000324,-0.003474,0.000000,-0.000620,0.004221,2.640457,0.017368,-0.015303,-50.312901,0.000061,-0.000991,0.000000,0.000000,0.000000,0.000000
5.420000,8.192864,0.000000,0.000492,0.078455,0.000000,-0.000681,-0.090084,8.611971,0.018359,0.375132,-142.872467,-0.000081,-0.001689,0.000000,0.000000,0.000000,0.000000
5.210000,-0.303976,0.000000,0.000908,0.075415,0.000000,-0.000600,-0.089978,-0.326434,0.020048,0.419286,4.839507,-0.000249,0.001229,0.000000,0.000000,0.000000,0.000000
-2.290000,-10.856270,0.000000,0.001321,-0.033148,0.000000,-0.000351,0.043712,-11.812363,0.018819,-0.223432,159.650024,-0.000105,0.002416,0.000000,0.000000,0.000000,0.000000
-1.830000,0.665851,0.000000,0.001424,-0.026489,0.000000,-0.000246,0.037332,0.737033,0.016402,-0.206045,-9.225388,0.000115,-0.000737,0.000000,0.000000,0.000000,0.000000
1.980000,5.514985,0.000000,0.001556,0.028661,0.000000,-0.000361,-0.038379,6.257753,0.017139,0.225843,-73.466400,0.000014,-0.000779,0.000000,0.000000,0.000000,0.000000
0.180000,-15.126402,0.000000,-0.000747,0.002606,0.000000,-0.001407,-0.003363,-15.247412,0.028762,0.006005,590.041504,-0.000298,0.011190,0.000000,0.000000,0.000000,0.000000
-1.530000,-2.475229,0.000000,-0.000671,-0.022147,0.000000,-0.001109,0.021989,-2.495337,0.017572,-0.039256,96.564095,0.000013,0.001702,0.000000,0.000000,0.000000,0.000000
-6.280000,-6.875638,0.000000,-0.000589,-0.090903,0.000000,-0.001122,0.094445,-6.980648,0.015871,-0.229613,198.361832,0.000123,0.003132,0.000000,0.000000,0.000000,0.000000
-1.740000,6.571662,0.000000,-0.000734,-0.025187,0.000000,-0.001245,0.026281,6.734262,0.012739,-0.080067,-152.708328,0.000198,-0.003114,0.000000,0.000000,0.000000,0.000000
8.130000,14.286851,0.000000,-0.000680,0.117682,0.000000,-0.001443,-0.131535,14.812369,0.015853,0.476894,-282.244110,-0.000076,-0.004049,0.000000,0.000000,0.000000,0.000000
1.870000,-9.061366,0.000000,-0.000194,0.027068,0.000000,-0.001368,-0.031501,-9.527426,0.019902,0.131179,158.059830,-0.000265,0.003355,0.000000,0.000000,0.000000,0.000000
-1.890000,-5.442610,0.000000,0.000017,-0.027358,0.000000,-0.001102,0.033059,-5.815465,0.016546,-0.154049,86.216393,-0.000020,0.001210,0.000000,0.000000,0.000000,0.000000
3.840000,8.294189,0.000000,0.000067,0.055584,0.000000,-0.001082,-0.070405,9.021930,0.015337,0.359873,-121.935928,-0.000020,-0.001338,0.000000,0.000000,0.000000,0.000000
0.230000,-5.225484,0.000000,0.000361,0.003329,0.000000,-0.001062,-0.003970,-5.802527,0.016674,0.021913,72.629776,-0.000121,0.001437,0.000000,0.000000,0.000000,0.000000
1.630000,2.026504,0.000000,0.000504,0.023594,0.000000,-0.000942,-0.032695,2.298723,0.015237,0.192393,-26.987150,-0.000045,0.000007,0.000000,0.000000,0.000000,0.000000
3.960000,3.372681,0.000000,0.000710,0.057321,0.000000,-0.000897,-0.085159,3.920563,0.015231,0.528773,-43.620590,-0.000156,0.000604,0.000000,0.000000,0.000000,0.000000
-4.310000,-5.283384,0.000000,0.000324,-0.062387,0.000000,-0.000098,0.064256,-5.325878,0.017714,-0.114711,206.099838,0.000073,0.003591,0.000000,0.000000,0.000000,0.000000
-5.850000,-2.229154,0.000000,0.000199,-0.084679,0.000000,-0.000171,0.086906,-2.247257,0.014123,-0.155147,86.963921,0.000192,0.001220,0.000000,0.000000,0.000000,0.000000
-1.170000,6.774312,0.000000,0.000095,-0.016936,0.000000,-0.000363,0.017810,6.876813,0.012902,-0.043298,-195.411285,0.000178,-0.003820,0.000000,0.000000,0.000000,0.000000
-0.310000,1.244852,0.000000,0.000211,-0.004487,0.000000,-0.000541,0.005049,1.274972,0.016722,-0.015383,-28.911673,0.000037,-0.000582,0.000000,0.000000,0.000000,0.000000
-0.800000,-0.709276,0.000000,0.000366,-0.011580,0.000000,-0.000579,0.013276,-0.736386,0.017304,-0.048132,14.031547,0.000022,0.000137,0.000000,0.000000,0.000000,0.000000
1.880000,3.879307,0.000000,0.000502,0.027213,0.000000,-0.000601,-0.030864,4.077165,0.017167,0.128527,-67.640091,-0.000006,-0.000933,0.000000,0.000000,0.000000,0.000000
1.220000,-0.955352,0.000000,0.000757,0.017660,0.000000,-0.000594,-0.020413,-1.022111,0.018101,0.095120,15.153164,-0.000075,0.000546,0.000000,0.000000,0.000000,0.000000
4.900000,5.326810,0.000000,0.000988,0.070928,0.000000,-0.000520,-0.088694,5.793167,0.017555,0.453362,-78.297554,-0.000130,-0.000257,0.000000,0.000000,0.000000,0.000000
0.580000,-6.253211,0.000000,0.001382,0.008396,0.000000,-0.000390,-0.009380,-6.944135,0.017812,0.051772,86.919197,-0.000157,0.001786,0.000000,0.000000,0.000000,0.000000
4.130000,5.138634,0.000000,0.001603,0.059782,0.000000,-0.000233,-0.082379,5.830602,0.016026,0.484762,-68.451614,-0.000112,0.000012,0.000000,0.000000,0.000000,0.000000
-0.670000,3.546381,0.000000,-0.000394,-0.009698,0.000000,-0.001055,0.009597,3.573862,0.028554,-0.017133,-138.300674,0.000094,-0.002665,0.000000,0.000000,0.000000,0.000000
-5.310000,-6.716412,0.000000,-0.000351,-0.076862,0.000000,-0.001149,0.078340,-6.770617,0.031219,-0.139855,262.008087,0.000084,0.004588,0.000000,0.000000,0.000000,0.000000
-0.940000,6.325586,0.000000,-0.000309,-0.013607,0.000000,-0.001233,0.013906,6.420821,0.026631,-0.033807,-182.453827,0.000159,-0.003555,0.000000,0.000000,0.000000,0.000000
2.370000,4.791233,0.000000,-0.000065,0.034306,0.000000,-0.001392,-0.036942,4.908792,0.030186,0.112546,-111.313362,-0.000007,-0.001797,0.000000,0.000000,0.000000,0.000000
-1.180000,-5.138634,0.000000,0.000327,-0.017081,0.000000,-0.001385,0.019345,-5.329646,0.031982,-0.070136,101.554359,-0.000049,0.001737,0.000000,0.000000,0.000000,0.000000
4.530000,8.265240,0.000000,0.000563,0.065572,0.000000,-0.001336,-0.075116,8.687323,0.030246,0.312802,-144.122543,-0.000039,-0.001886,0.000000,0.000000,0.000000,0.000000
-0.450000,-7.208563,0.000000,0.001051,-0.006514,0.000000,-0.001297,0.009135,-7.703477,0.032132,-0.042569,114.206863,-0.000121,0.002051,0.000000,0.000000,0.000000,0.000000
-6.640000,-8.960041,0.000000,0.001331,-0.096114,0.000000,-0.001176,0.123576,-9.750329,0.030081,-0.631656,131.780579,0.000150,0.000783,0.000000,0.000000,0.000000,0.000000
0.240000,9.958817,0.000000,0.001357,0.003474,0.000000,-0.001326,-0.002832,11.052471,0.029298,0.015628,-138.342911,0.000201,-0.002579,0.000000,0.000000,0.000000,0.000000
1.340000,1.592253,0.000000,0.001682,0.019397,0.000000,-0.001527,-0.025083,1.803532,0.031877,0.147604,-21.173573,-0.000034,0.000003,0.000000,0.000000,0.000000,0.000000
-11.170000,-24.433844,0.000000,-0.001808,-0.161686,0.000000,-0.002716,0.163792,-24.629122,0.040217,-0.292406,953.093262,-0.000023,0.017256,0.000000,0.000000,0.000000,0.000000
