ovf,-0.000000,ovf,0.000003,-0.000000,-0.000000,-50759.355469,0.000000,ovf,ovf,ovf,-0.000000,ovf,0.000000,-0.000000,ovf,ovf,ovf
-1.210000,8.916615,0.000000,-0.000770,-0.017515,0.000000,-0.000704,0.017510,9.052241,-0.000916,-0.042571,-257.228210,0.000218,-0.004985,0.000000,0.000000,0.000000,0.000000
-2.650000,-2.084404,0.000000,-0.000799,-0.038359,0.000000,-0.000923,0.040370,-2.136187,0.004069,-0.122988,48.440861,0.000068,0.000594,0.000000,0.000000,0.000000,0.000000
5.820000,12.260346,0.000000,-0.000899,0.084245,0.000000,-0.000991,-0.094620,12.711922,0.003475,0.343053,-242.220856,-0.000015,-0.003660,0.000000,0.000000,0.000000,0.000000
4.740000,-1.563304,0.000000,-0.000630,0.068612,0.000000,-0.000976,-0.080008,-1.643760,0.007135,0.333170,27.269953,-0.000248,0.001424,0.000000,0.000000,0.000000,0.000000
0.150000,-6.644037,0.000000,-0.000414,0.002171,0.000000,-0.000728,-0.003122,-7.098056,0.005710,0.014549,105.231262,-0.000142,0.002029,0.000000,0.000000,0.000000,0.000000
1.660000,2.185729,0.000000,-0.000397,0.024029,0.000000,-0.000586,-0.030976,2.377733,0.003681,0.158333,-32.136253,-0.000039,-0.000184,0.000000,0.000000,0.000000,0.000000
-0.980000,-3.821407,0.000000,-0.000319,-0.014186,0.000000,-0.000547,0.018546,-4.242391,0.003865,-0.102360,53.101665,-0.000030,0.000729,0.000000,0.000000,0.000000,0.000000
3.810000,6.933537,0.000000,-0.000354,0.055150,0.000000,-0.000517,-0.078591,7.870568,0.003136,0.462470,-92.400932,-0.000064,-0.000500,0.000000,0.000000,0.000000,0.000000
-5.270000,-32.930683,0.000000,0.001455,-0.076283,0.000000,0.001408,0.079605,-33.192669,0.000832,-0.142113,1284.483765,-0.000413,0.023938,0.000000,0.000000,0.000000,0.000000
0.860000,8.873191,0.000000,0.001253,0.012449,0.000000,0.001821,-0.011463,8.944296,-0.023107,0.020464,-346.124756,0.000139,-0.006543,0.000000,0.000000,0.000000,0.000000
